song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Hate Me,2019-11-02,Ellie Goulding & Juice WRLD,69,,69,11,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
All Dat,2019-11-02,Moneybagg Yo X Megan Thee Stallion,70,70.0,70,2,720977c0-7103-4528-84f4-b6cb9847e866,danceable,hip,male,aggressive,instrumental,89.9820861816,A#,0.979640245438,happy
Come Thru,2019-11-02,Summer Walker & Usher,72,74.0,42,3,83f61277-ed51-41d1-98e9-8dfb98cf9dd7,,,,,,,,,
Living,2019-11-02,Dierks Bentley,73,69.0,51,13,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy
Hot Now,2019-11-02,YoungBoy Never Broke Again,78,66.0,66,2,f0845f1c-d5cf-4e55-ac5d-d69f2826e170,danceable,hip,female,not_aggressive,voice,164.343734741,E,0.83779156208,not_happy
Rich As Hell,2019-11-02,YoungBoy Never Broke Again,79,100.0,79,2,6b609589-5e73-4e72-9844-5a5bd4343399,danceable,hip,female,not_aggressive,voice,153.678237915,A#,0.924329161644,not_happy
Remember You Young,2019-11-02,Thomas Rhett,80,83.0,80,6,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy
We Were,2019-11-02,Keith Urban,81,97.0,80,8,1582c177-e2e9-4e83-b08a-855bbe54bb56,danceable,rhy,male,not_aggressive,voice,81.0270767212,F,0.874532103539,happy
Otro Trago,2019-11-02,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",82,84.0,34,20,6b048c69-73cf-4229-9006-0112dbea4adf,danceable,rhy,female,not_aggressive,instrumental,87.9576950073,F,0.948481440544,not_happy
Kinfolks,2019-11-02,Sam Hunt,83,64.0,64,2,d97db829-66ef-4ea3-a374-46cf5cde2571,,,,,,151.994171143,C,0.900953352451,
Lalala,2019-11-02,Y2K & bbno$,84,80.0,55,17,672fb9a2-7560-4c1b-9516-40c39ce4e630,danceable,rhy,female,not_aggressive,voice,129.950088501,A#,0.897412121296,not_happy
Higher Love,2019-11-02,Kygo X Whitney Houston,85,87.0,63,7,eaef12be-a9c9-404e-a68e-4450a5fb8e6f,,,,,,,,,
In Control,2019-11-02,YoungBoy Never Broke Again,86,73.0,73,2,35676c27-9a5b-4fb3-8904-6e28936f450f,danceable,hip,male,not_aggressive,voice,85.0012512207,A#,0.951502382755,not_happy
Heartache Medication,2019-11-02,Jon Pardi,87,93.0,84,4,6d05c772-f89c-4a61-aa2e-41dd79c62f44,danceable,roc,male,not_aggressive,instrumental,94.999786377,E,0.923365473747,happy
Callaita,2019-11-02,Bad Bunny & Tainy,89,86.0,52,20,3f288b3a-3270-4984-9638-201c4d6754d3,danceable,rhy,male,not_aggressive,voice,87.7952270508,D,0.871781170368,not_happy
Nice To Meet Ya,2019-11-02,Niall Horan,90,,83,2,a2c07733-e608-4930-ab49-fc9a1ba7a40e,,,,,,,,,
Carter Son,2019-11-02,YoungBoy Never Broke Again,92,62.0,62,2,c2e91676-845b-4cae-afe0-e263ece32f52,,,,,,,,,
DHL,2019-11-02,Frank Ocean,98,,98,1,26258081-1723-4e98-a91c-8e911fb4d23d,danceable,hip,female,not_aggressive,instrumental,122.963088989,A,0.919922053814,not_happy
Boyfriend,2019-11-02,Ariana Grande & Social House,99,78.0,8,12,772e0eb4-4e99-4949-8696-a199706083ad,danceable,pop,female,not_aggressive,instrumental,94.9732971191,A#,0.964009404182,not_happy
Lose You To Love Me,2019-11-09,Selena Gomez,1,15.0,1,2,d6d73b5e-bbbc-4e0e-a450-23616a47b431,,,,,,,,,
Someone You Loved,2019-11-09,Lewis Capaldi,2,1.0,1,25,5a0f5be9-fb55-4798-8564-cf4598def9ed,,,,,,,,,
Circles,2019-11-09,Post Malone,3,4.0,3,9,9d0a9e5c-a765-40ab-837e-99b0bb197f6c,danceable,pop,female,not_aggressive,voice,120.038650513,F,0.922583281994,not_happy
Senorita,2019-11-09,Shawn Mendes & Camila Cabello,4,3.0,1,19,bef6b06e-f06a-4af4-a4c4-8b91a9864847,,,,,,,,,
Truth Hurts,2019-11-09,Lizzo,5,2.0,1,26,1e88ada8-7fea-49d0-9e21-0413485fc694,,,,,,,,,
Good As Hell,2019-11-09,Lizzo,6,14.0,6,10,d5f85796-2033-42ed-a9d4-46b48b309573,danceable,pop,female,not_aggressive,voice,95.9088516235,F,0.904714882374,not_happy
Follow God,2019-11-09,Kanye West,7,,7,1,55fad092-c487-42db-b9dd-af090087788f,,,,,,,,,
No Guidance,2019-11-09,Chris Brown Featuring Drake,8,5.0,5,21,897719b4-e6dd-41c2-bd3d-9d43cab454a5,,,,,,,,,
Panini,2019-11-09,Lil Nas X,9,6.0,5,19,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy
Bad Guy,2019-11-09,Billie Eilish,10,9.0,1,31,1e9792da-e83d-4a4f-843b-6799efa84108,,,,,,,,,
Memories,2019-11-09,Maroon 5,11,11.0,11,6,61c3a0dc-0ddf-4b8e-a5d4-f81cc4ad7df3,not_danceable,rhy,male,not_aggressive,voice,90.6574935913,B,0.914108157158,not_happy
"10,000 Hours",2019-11-09,Dan + Shay & Justin Bieber,12,10.0,4,4,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57,danceable,pop,female,not_aggressive,voice,90.00806427,A#,0.970693469048,not_happy
Closed On Sunday,2019-11-09,Kanye West,17,,17,1,f936c569-ab55-4549-8ad4-9d710d952856,not_danceable,rhy,male,not_aggressive,voice,97.987739563,B,0.894403278828,not_happy
Bandit,2019-11-09,Juice WRLD & YoungBoy Never Broke Again,18,12.0,10,4,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy
Selah,2019-11-09,Kanye West,19,,19,1,5dee7882-5f7f-417b-9610-0d54fb0c1065,,,,,,,,,
I Don't Care,2019-11-09,Ed Sheeran & Justin Bieber,20,16.0,2,25,09fe14ca-7734-4fa0-9365-8159d236d7af,danceable,rhy,female,not_aggressive,voice,102.037666321,F#,0.942279100418,not_happy
Only Human,2019-11-09,Jonas Brothers,22,20.0,20,20,4ff52497-b2ae-457b-9d1f-9233bff403ee,,,,,,,,,
On God,2019-11-09,Kanye West,23,,23,1,7f45f9cc-30f5-4d94-810b-4ca2e2f2d966,danceable,pop,male,not_aggressive,voice,145.949813843,A,0.962454974651,happy
Goodbyes,2019-11-09,Post Malone Featuring Young Thug,24,17.0,3,17,d23659cc-7bad-4cdc-93e1-ced6426e3c4b,,,,,,,,,
Talk,2019-11-09,Khalid,25,22.0,3,38,31dc0c27-2927-48a6-b622-823c15f824b4,,,,,,,,,
Sucker,2019-11-09,Jonas Brothers,26,23.0,1,35,31148286-91df-454f-a309-8e16767fac61,danceable,rhy,female,not_aggressive,voice,137.986099243,F#,0.924671113491,not_happy
Look At Her Now.,2019-11-09,Selena Gomez,27,,27,1,1996243c-ad55-467a-ab20-07b84713ce7f,,,,,,,,,
One Man Band,2019-11-09,Old Dominion,28,32.0,28,10,ed692d2f-8072-4848-bb10-d9e03da4cac9,,,,,,,,,
How Do You Sleep?,2019-11-09,Sam Smith,30,29.0,24,15,ebc71d87-c1c6-404c-84b9-3a8e92287268,,,,,,,,,
Ballin',2019-11-09,Mustard & Roddy Ricch,31,27.0,27,15,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
Baby,2019-11-09,Lil Baby & DaBaby,38,30.0,21,15,062f8de2-0b5a-467e-ae3f-70cc30440ccb,danceable,rhy,male,not_aggressive,voice,107.97882843,A#,0.697579324245,not_happy
Suge,2019-11-09,DaBaby,39,28.0,7,31,fde4aee5-feb2-4222-aef3-962834d80929,danceable,rhy,female,not_aggressive,voice,151.006347656,A#,0.604345798492,not_happy
Even Though I'm Leaving,2019-11-09,Luke Combs,40,34.0,34,9,f83d1c45-322a-4337-a57a-1a23a93e4eea,not_danceable,pop,male,not_aggressive,voice,155.488693237,D,0.90295112133,happy
Dance Monkey,2019-11-09,Tones And I,41,51.0,41,4,fceef8ab-f844-45e8-822a-12d0ed536a4c,danceable,rhy,female,not_aggressive,voice,98.0043258667,A,0.81094622612,happy
Dancing With A Stranger,2019-11-09,Sam Smith & Normani,42,33.0,7,42,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Hot Girl Summer,2019-11-09,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",43,35.0,11,12,621debfd-f65b-42c9-96f5-2705bbe458f1,danceable,hip,female,not_aggressive,voice,99.031463623,F,0.938753426075,not_happy
Thriller,2019-11-09,Michael Jackson,44,,4,19,185ad1a4-393a-41a4-be7a-ba4db7773179,danceable,hip,male,aggressive,voice,124.197441101,A,0.742281377316,happy
One Thing Right,2019-11-09,Marshmello & Kane Brown,47,36.0,36,19,bf93039e-4f44-4bca-822a-51031e6cfb11,danceable,pop,female,not_aggressive,voice,88.070274353,E,0.901040673256,happy
Lover,2019-11-09,Taylor Swift,48,38.0,10,11,597cc7bc-bcdc-449e-b3c0-7f9a68960141,,,,,,,,,
Time,2019-11-09,NF,49,42.0,42,15,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
Graveyard,2019-11-09,Halsey,50,44.0,43,7,fcb4ac0c-1062-4c60-97d2-e80054b92e8c,danceable,rhy,female,not_aggressive,voice,122.9322052,C,0.840537548065,not_happy
Prayed For You,2019-11-09,Matt Stell,56,41.0,36,13,f95414b3-f9c0-4285-aaf8-bacb1016dabc,,,,,,,,,
Hot Girl Bummer,2019-11-09,blackbear,57,56.0,56,7,e2a3b70f-40f2-4700-aeb6-9de00bbbae1e,danceable,rhy,male,not_aggressive,voice,129.970718384,F#,0.865651190281,not_happy
Liar,2019-11-09,Camila Cabello,58,52.0,52,8,1118ed65-acbc-4f63-93e0-9d7fbb83d57b,,,,,,,,,
223's,2019-11-09,YNW Melly & 9lokknine,61,45.0,34,8,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy
Good Vibes,2019-11-09,Chris Janson,62,48.0,48,9,06bf0a80-f651-4044-8f5f-2ab5de174103,danceable,roc,male,aggressive,voice,91.9835128784,C,0.956123232841,not_happy
Jesus Is Lord,2019-11-09,Kanye West,63,,63,1,21d40d85-7b26-4325-a53c-84a279275fcf,not_danceable,cla,male,not_aggressive,voice,154.620925903,D,0.759487450123,happy
Lonely Child,2019-11-09,YoungBoy Never Broke Again,64,47.0,44,3,406ccf2f-da98-409a-acc5-c78511e081c1,,,,,,,,,
What Happens In A Small Town,2019-11-09,Brantley Gilbert + Lindsay Ell,66,68.0,64,12,facad4d6-c2ec-4d03-8297-305f053714ed,danceable,roc,female,aggressive,voice,138.016418457,B,0.919007539749,happy
VIBEZ,2019-11-09,DaBaby,67,57.0,21,5,1ee2d11a-9fa5-404f-9254-8cb21b13f713,,,,,,,,,
Hate Me,2019-11-09,Ellie Goulding & Juice WRLD,68,69.0,68,12,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
The Bones,2019-11-09,Maren Morris,69,64.0,53,6,7add9020-1772-4c3c-acc0-0664197aa4cc,,,,,,,,,
Make No Sense,2019-11-09,YoungBoy Never Broke Again,70,58.0,57,3,38fbd6ee-eb68-44bb-8645-a30da01f9aff,danceable,rhy,male,not_aggressive,voice,154.603271484,F,0.917281746864,not_happy
Self Control,2019-11-09,YoungBoy Never Broke Again,76,62.0,50,8,3158e3e7-10cc-442a-bf0e-ee330ac935ad,,,,,,,,,
F.N,2019-11-09,Lil Tjay,77,63.0,56,12,2b9c66a7-22b8-4b40-9775-1618e2fcdf37,danceable,rhy,female,not_aggressive,voice,119.877815247,F#,0.504994094372,not_happy
I Don't Know About You,2019-11-09,Chris Lane,79,54.0,39,17,8bc989a4-3153-46ad-bc6f-03d9558a5a7b,danceable,pop,female,not_aggressive,voice,143.862808228,C#,0.86237424612,happy
Remember You Young,2019-11-09,Thomas Rhett,81,80.0,80,7,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy
Tip Of My Tongue,2019-11-09,Kenny Chesney,82,74.0,74,16,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy
Heartache Medication,2019-11-09,Jon Pardi,85,87.0,84,5,6d05c772-f89c-4a61-aa2e-41dd79c62f44,danceable,roc,male,not_aggressive,instrumental,94.999786377,E,0.923365473747,happy
Nice To Meet Ya,2019-11-09,Niall Horan,86,90.0,83,3,b16265da-7a7a-4bde-ac98-4e70a383df85,danceable,dan,male,not_aggressive,voice,108.99067688,A,0.905242979527,not_happy
Kinfolks,2019-11-09,Sam Hunt,87,83.0,64,3,d97db829-66ef-4ea3-a374-46cf5cde2571,,,,,,151.994171143,C,0.900953352451,
Slow Dancing In The Dark,2019-11-09,Joji,88,,88,4,38662c62-3b11-441f-848f-8e0ddf1cae40,,,,,,,,,
Come Thru,2019-11-09,Summer Walker & Usher,89,72.0,42,4,83f61277-ed51-41d1-98e9-8dfb98cf9dd7,,,,,,,,,
What If I Never Get Over You,2019-11-09,Lady Antebellum,94,94.0,86,10,8bf1c752-dabb-439f-8290-9d0605a6216e,,,,,,,,,
Lights Up,2019-11-09,Harry Styles,95,66.0,17,3,1d1b8996-4848-4c31-9247-dd9d6ca1c3dd,,,,,,,,,
Living,2019-11-09,Dierks Bentley,96,73.0,51,14,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy
La Cancion,2019-11-09,J Balvin & Bad Bunny,97,93.0,93,4,a3171d92-c25f-4d8d-8416-e90c5d6c100d,danceable,rhy,female,not_aggressive,voice,87.8438796997,C,0.875846326351,not_happy
Higher Love,2019-11-09,Kygo X Whitney Houston,99,85.0,63,8,eaef12be-a9c9-404e-a68e-4450a5fb8e6f,,,,,,,,,
Somebody,2019-11-09,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",100,97.0,97,2,5f2dd786-6183-42c9-aa04-ce882c08bb5d,,,,,,,,,
Someone You Loved,2019-11-16,Lewis Capaldi,1,2.0,1,26,5a0f5be9-fb55-4798-8564-cf4598def9ed,,,,,,,,,
Circles,2019-11-16,Post Malone,2,3.0,2,10,a02e147c-18d3-4d2a-aa3d-4444ce90b517,,,,,,,,,
Senorita,2019-11-16,Shawn Mendes & Camila Cabello,3,4.0,1,20,bef6b06e-f06a-4af4-a4c4-8b91a9864847,,,,,,,,,
Truth Hurts,2019-11-16,Lizzo,4,5.0,1,27,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1,,,,,,,,,
Lose You To Love Me,2019-11-16,Selena Gomez,5,1.0,1,3,d6d73b5e-bbbc-4e0e-a450-23616a47b431,,,,,,,,,
Good As Hell,2019-11-16,Lizzo,6,6.0,6,11,d5f85796-2033-42ed-a9d4-46b48b309573,danceable,pop,female,not_aggressive,voice,95.9088516235,F,0.904714882374,not_happy
No Guidance,2019-11-16,Chris Brown Featuring Drake,7,8.0,5,22,897719b4-e6dd-41c2-bd3d-9d43cab454a5,,,,,,,,,
Panini,2019-11-16,Lil Nas X,8,9.0,5,20,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy
HIGHEST IN THE ROOM,2019-11-16,Travis Scott,14,14.0,1,5,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy
Trampoline,2019-11-16,SHAED,16,16.0,16,23,51ae7463-3af5-4888-a468-895bebcbd37c,,,,,,,,,
Bandit,2019-11-16,Juice WRLD & YoungBoy Never Broke Again,17,18.0,10,5,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy
Only Human,2019-11-16,Jonas Brothers,19,22.0,19,21,4ff52497-b2ae-457b-9d1f-9233bff403ee,,,,,,,,,
I Don't Care,2019-11-16,Ed Sheeran & Justin Bieber,20,20.0,2,26,09fe14ca-7734-4fa0-9365-8159d236d7af,danceable,rhy,female,not_aggressive,voice,102.037666321,F#,0.942279100418,not_happy
Goodbyes,2019-11-16,Post Malone Featuring Young Thug,21,24.0,3,18,d23659cc-7bad-4cdc-93e1-ced6426e3c4b,,,,,,,,,
Dance Monkey,2019-11-16,Tones And I,23,41.0,23,5,fceef8ab-f844-45e8-822a-12d0ed536a4c,danceable,rhy,female,not_aggressive,voice,98.0043258667,A,0.81094622612,happy
Talk,2019-11-16,Khalid,24,25.0,3,39,31dc0c27-2927-48a6-b622-823c15f824b4,,,,,,,,,
Sucker,2019-11-16,Jonas Brothers,25,26.0,1,36,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3,,,,,,,,,
Ballin',2019-11-16,Mustard & Roddy Ricch,26,31.0,26,16,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
How Do You Sleep?,2019-11-16,Sam Smith,27,30.0,24,16,ebc71d87-c1c6-404c-84b9-3a8e92287268,,,,,,,,,
One Man Band,2019-11-16,Old Dominion,28,28.0,28,11,ed692d2f-8072-4848-bb10-d9e03da4cac9,,,,,,,,,
Roxanne,2019-11-16,Arizona Zervas,34,,34,1,dd8755ed-6061-4c8b-a26d-927609bc3e65,danceable,hip,female,not_aggressive,instrumental,172.265670776,A,0.888282239437,not_happy
223's,2019-11-16,YNW Melly & 9lokknine,35,61.0,34,9,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy
Dancing With A Stranger,2019-11-16,Sam Smith & Normani,36,42.0,7,43,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Follow God,2019-11-16,Kanye West,37,7.0,7,2,3e557de5-a2c7-47bd-8921-4cf6243f8e17,danceable,hip,male,not_aggressive,voice,89.7955703735,G#,0.978165686131,not_happy
Suge,2019-11-16,DaBaby,38,39.0,7,32,fde4aee5-feb2-4222-aef3-962834d80929,danceable,rhy,female,not_aggressive,voice,151.006347656,A#,0.604345798492,not_happy
One Thing Right,2019-11-16,Marshmello & Kane Brown,40,47.0,36,20,47fd8f25-3d73-4ab2-bb52-a3d3ddc7c728,danceable,pop,female,not_aggressive,voice,,,,happy
Time,2019-11-16,NF,41,49.0,41,16,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
Graveyard,2019-11-16,Halsey,42,50.0,42,8,f9cefee6-0711-4416-9287-bbd7118d7158,,,,,,,,,
Lover,2019-11-16,Taylor Swift,43,48.0,10,12,492b1506-29c1-4109-acf6-40d56d4073aa,,,,,,,,,
Hot Girl Summer,2019-11-16,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",44,43.0,11,13,621debfd-f65b-42c9-96f5-2705bbe458f1,danceable,hip,female,not_aggressive,voice,99.031463623,F,0.938753426075,not_happy
Hot Girl Bummer,2019-11-16,blackbear,45,57.0,45,8,b0f80945-222c-4a2b-9b71-edc533cd4207,danceable,rhy,male,not_aggressive,voice,129.935440063,F#,0.871405184269,not_happy
You Need To Calm Down,2019-11-16,Taylor Swift,46,52.0,2,21,f40d709b-4e48-4e40-ab6b-4a02ec39498c,,,,,,,,,
My Type,2019-11-16,Saweetie,47,53.0,21,19,747cc6ac-fe53-4a9a-8e2f-7a99b2b1bef3,danceable,hip,female,not_aggressive,voice,105.003318787,C,0.953393280506,happy
Camelot,2019-11-16,NLE Choppa,48,55.0,37,8,96ec5658-4433-47e6-a7b9-89efdb1071e2,,,,,,,,,
The Bones,2019-11-16,Maren Morris,54,69.0,53,7,2e141c99-e791-435d-91de-db64e6b333cc,,,,,,,,,
Immortal,2019-11-16,21 Savage,55,,55,1,106ced3b-8782-4bed-9f5a-06deb9ad9163,danceable,hip,female,not_aggressive,voice,92.1397857666,C#,0.942200303078,not_happy
Hate Me,2019-11-16,Ellie Goulding & Juice WRLD,56,68.0,56,13,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
Good Vibes,2019-11-16,Chris Janson,57,62.0,48,10,06bf0a80-f651-4044-8f5f-2ab5de174103,danceable,roc,male,aggressive,voice,91.9835128784,C,0.956123232841,not_happy
Lonely Child,2019-11-16,YoungBoy Never Broke Again,58,64.0,44,4,406ccf2f-da98-409a-acc5-c78511e081c1,,,,,,,,,
Make No Sense,2019-11-16,YoungBoy Never Broke Again,59,70.0,57,4,38fbd6ee-eb68-44bb-8645-a30da01f9aff,danceable,rhy,male,not_aggressive,voice,154.603271484,F,0.917281746864,not_happy
VIBEZ,2019-11-16,DaBaby,60,67.0,21,6,1c1b8bcd-02c6-4406-82cc-504906de9aff,danceable,rhy,male,not_aggressive,voice,153.863540649,A,0.963685870171,not_happy
Look At Her Now.,2019-11-16,Selena Gomez,62,27.0,27,2,1996243c-ad55-467a-ab20-07b84713ce7f,,,,,,,,,
BOP,2019-11-16,DaBaby,65,71.0,19,6,f3796987-0b1c-435b-ba08-71402831724c,,,,,,,,,
Juicy,2019-11-16,Doja Cat & Tyga,67,,67,2,db27096f-9347-483d-aa99-05121c7b1c45,danceable,rhy,female,not_aggressive,instrumental,85.0042800903,F,0.820725381374,not_happy
Remember You Young,2019-11-16,Thomas Rhett,68,81.0,68,8,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy
Tip Of My Tongue,2019-11-16,Kenny Chesney,73,82.0,73,17,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy
Self Control,2019-11-16,YoungBoy Never Broke Again,74,76.0,50,9,3158e3e7-10cc-442a-bf0e-ee330ac935ad,,,,,,,,,
Heartache Medication,2019-11-16,Jon Pardi,75,85.0,75,6,ff04ddb0-a873-4766-ba1b-aeb2e3106ab3,,,,,,,,,
I Don't Know About You,2019-11-16,Chris Lane,76,79.0,39,18,7c6bc566-4684-4366-95b9-a4f45bf08e92,,,,,,,,,
What If I Never Get Over You,2019-11-16,Lady Antebellum,77,94.0,77,11,8bf1c752-dabb-439f-8290-9d0605a6216e,,,,,,,,,
Nice To Meet Ya,2019-11-16,Niall Horan,78,86.0,78,4,b16265da-7a7a-4bde-ac98-4e70a383df85,danceable,dan,male,not_aggressive,voice,108.99067688,A,0.905242979527,not_happy
Love Me More,2019-11-16,Trippie Redd,79,,79,1,d25ab01a-cf3e-4b61-bb39-cd0970f568f1,danceable,pop,female,not_aggressive,voice,83.381362915,A#,0.920916676521,not_happy
F.N,2019-11-16,Lil Tjay,81,77.0,56,13,2b9c66a7-22b8-4b40-9775-1618e2fcdf37,danceable,rhy,female,not_aggressive,voice,119.877815247,F#,0.504994094372,not_happy
Hot Now,2019-11-16,YoungBoy Never Broke Again,83,91.0,66,4,f0845f1c-d5cf-4e55-ac5d-d69f2826e170,danceable,hip,female,not_aggressive,voice,164.343734741,E,0.83779156208,not_happy
Closed On Sunday,2019-11-16,Kanye West,84,17.0,17,2,f936c569-ab55-4549-8ad4-9d710d952856,not_danceable,rhy,male,not_aggressive,voice,97.987739563,B,0.894403278828,not_happy
In My Room,2019-11-16,Frank Ocean,85,,85,1,8cf8241b-196e-4baa-a7c5-c7ac08970c43,,,,,,,,,
Love You Too Late,2019-11-16,Cole Swindell,86,74.0,49,14,ebdd4822-138f-4b90-9275-c6e9e8e2af6b,,,,,,,,,
Selah,2019-11-16,Kanye West,92,19.0,19,2,5dee7882-5f7f-417b-9610-0d54fb0c1065,,,,,,,,,
Living,2019-11-16,Dierks Bentley,93,96.0,51,15,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy
On God,2019-11-16,Kanye West,96,23.0,23,2,7f45f9cc-30f5-4d94-810b-4ca2e2f2d966,danceable,pop,male,not_aggressive,voice,145.949813843,A,0.962454974651,happy
Come Thru,2019-11-16,Summer Walker & Usher,97,89.0,42,5,83f61277-ed51-41d1-98e9-8dfb98cf9dd7,,,,,,,,,
Higher Love,2019-11-16,Kygo X Whitney Houston,98,99.0,63,9,eaef12be-a9c9-404e-a68e-4450a5fb8e6f,,,,,,,,,
Somebody,2019-11-16,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",99,100.0,97,3,5f2dd786-6183-42c9-aa04-ce882c08bb5d,,,,,,,,,
Someone You Loved,2019-11-23,Lewis Capaldi,1,1.0,1,27,b3aa767f-c9a0-452f-ba68-ff682e6acb3a,,,,,,,,,
Circles,2019-11-23,Post Malone,2,2.0,2,11,a02e147c-18d3-4d2a-aa3d-4444ce90b517,,,,,,,,,
Senorita,2019-11-23,Shawn Mendes & Camila Cabello,3,3.0,1,21,bef6b06e-f06a-4af4-a4c4-8b91a9864847,,,,,,,,,
Good As Hell,2019-11-23,Lizzo,4,6.0,4,12,b964521b-488d-428a-8b94-1bce15ded88b,,,,,,,,,
Memories,2019-11-23,Maroon 5,5,9.0,5,8,6c582ace-bed2-4132-9cfd-0728534d19a4,,,,,,,,,
Truth Hurts,2019-11-23,Lizzo,6,4.0,1,28,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1,,,,,,,,,
HIGHEST IN THE ROOM,2019-11-23,Travis Scott,12,14.0,1,6,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy
Bad Guy,2019-11-23,Billie Eilish,13,12.0,1,33,1e9792da-e83d-4a4f-843b-6799efa84108,,,,,,,,,
Trampoline,2019-11-23,SHAED,14,16.0,14,24,51ae7463-3af5-4888-a468-895bebcbd37c,,,,,,,,,
Only Human,2019-11-23,Jonas Brothers,18,19.0,18,22,4ff52497-b2ae-457b-9d1f-9233bff403ee,,,,,,,,,
Woah,2019-11-23,Lil Baby,19,,19,1,c8bd8e79-6895-46e8-8982-de4d251c1b6d,,,,,,,,,
One Man Band,2019-11-23,Old Dominion,20,28.0,20,12,dd3d3bb0-16cc-4b12-8850-a1c4c07104c2,not_danceable,rhy,male,not_aggressive,voice,152.017684937,F#,0.819552779198,not_happy
Bandit,2019-11-23,Juice WRLD & YoungBoy Never Broke Again,22,17.0,10,6,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy
Dance Monkey,2019-11-23,Tones And I,23,23.0,23,6,fceef8ab-f844-45e8-822a-12d0ed536a4c,danceable,rhy,female,not_aggressive,voice,98.0043258667,A,0.81094622612,happy
I Don't Care,2019-11-23,Ed Sheeran & Justin Bieber,24,20.0,2,27,09fe14ca-7734-4fa0-9365-8159d236d7af,danceable,rhy,female,not_aggressive,voice,102.037666321,F#,0.942279100418,not_happy
