song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Ballin',2019-11-23,Mustard & Roddy Ricch,25,26.0,25,17,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
Lover,2019-11-23,Taylor Swift,26,43.0,10,13,492b1506-29c1-4109-acf6-40d56d4073aa,,,,,,,,,
Sucker,2019-11-23,Jonas Brothers,32,25.0,1,37,abb7a870-6ffb-4d24-b103-bbe638fc6aeb,,,,,,,,,
Playing Games,2019-11-23,Summer Walker,33,29.0,16,11,44ab8b80-35d4-46f2-89ec-724f523b3554,danceable,rhy,female,not_aggressive,voice,115.478012085,D,0.380101382732,happy
Baby,2019-11-23,Lil Baby & DaBaby,34,31.0,21,17,062f8de2-0b5a-467e-ae3f-70cc30440ccb,danceable,rhy,male,not_aggressive,voice,107.97882843,A#,0.697579324245,not_happy
Suge,2019-11-23,DaBaby,37,38.0,7,33,fde4aee5-feb2-4222-aef3-962834d80929,danceable,rhy,female,not_aggressive,voice,151.006347656,A#,0.604345798492,not_happy
Follow God,2019-11-23,Kanye West,38,37.0,7,3,3e557de5-a2c7-47bd-8921-4cf6243f8e17,danceable,hip,male,not_aggressive,voice,89.7955703735,G#,0.978165686131,not_happy
All I Want For Christmas Is You,2019-11-23,Mariah Carey,39,,3,31,8e7ed4e4-bd17-495d-a14a-952d5ac1155f,,,,,,,,,
One Thing Right,2019-11-23,Marshmello & Kane Brown,40,40.0,36,21,bf93039e-4f44-4bca-822a-51031e6cfb11,danceable,pop,female,not_aggressive,voice,88.070274353,E,0.901040673256,happy
Dancing With A Stranger,2019-11-23,Sam Smith & Normani,41,36.0,7,44,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Graveyard,2019-11-23,Halsey,42,42.0,42,9,d7632adb-63bf-49ea-8f1d-58137a047f36,,,,,,,,,
Time,2019-11-23,NF,43,41.0,41,17,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
223's,2019-11-23,YNW Melly & 9lokknine,44,35.0,34,10,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy
Hot Girl Bummer,2019-11-23,blackbear,45,45.0,45,9,e2a3b70f-40f2-4700-aeb6-9de00bbbae1e,danceable,rhy,male,not_aggressive,voice,129.970718384,F#,0.865651190281,not_happy
Don't Start Now,2019-11-23,Dua Lipa,46,30.0,30,2,6090c671-606f-4704-85c6-8a0c33763a3d,danceable,dan,female,not_aggressive,voice,123.832107544,D,0.896896600723,not_happy
Camelot,2019-11-23,NLE Choppa,51,48.0,37,9,96ec5658-4433-47e6-a7b9-89efdb1071e2,,,,,,,,,
VIBEZ,2019-11-23,DaBaby,52,60.0,21,7,1ee2d11a-9fa5-404f-9254-8cb21b13f713,,,,,,,,,
Remember You Young,2019-11-23,Thomas Rhett,53,68.0,53,9,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy
What If I Never Get Over You,2019-11-23,Lady Antebellum,54,77.0,54,12,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f,danceable,roc,male,not_aggressive,voice,92.9138336182,C,0.934688985348,not_happy
Liar,2019-11-23,Camila Cabello,55,52.0,52,10,bb990ef6-0166-4eb9-8abc-b942b89de32e,danceable,dan,female,aggressive,instrumental,97.9582290649,B,0.920087575912,not_happy
Heart On Ice,2019-11-23,Rod Wave,56,,56,1,b124f68f-ad32-42a0-bc0d-26e2a88bb965,danceable,rhy,female,not_aggressive,voice,79.0132369995,A#,0.266575485468,not_happy
Prayed For You,2019-11-23,Matt Stell,57,49.0,36,15,f95414b3-f9c0-4285-aaf8-bacb1016dabc,,,,,,,,,
Every Little Thing,2019-11-23,Russell Dickerson,58,50.0,50,11,79934694-271d-4f46-8110-530c58204cfa,danceable,pop,male,not_aggressive,voice,93.9877624512,C#,0.850116431713,happy
Hot Girl Summer,2019-11-23,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",59,44.0,11,14,621debfd-f65b-42c9-96f5-2705bbe458f1,danceable,hip,female,not_aggressive,voice,99.031463623,F,0.938753426075,not_happy
Good Vibes,2019-11-23,Chris Janson,61,57.0,48,11,fe0a8b3d-fbaf-4900-821c-b7fdb38b66f8,danceable,pop,male,aggressive,voice,91.9639816284,C,0.948301613331,happy
Nice To Meet Ya,2019-11-23,Niall Horan,63,78.0,63,5,a2c07733-e608-4930-ab49-fc9a1ba7a40e,,,,,,,,,
Kinfolks,2019-11-23,Sam Hunt,65,72.0,64,5,d97db829-66ef-4ea3-a374-46cf5cde2571,,,,,,151.994171143,C,0.900953352451,
Heartache Medication,2019-11-23,Jon Pardi,71,75.0,71,7,ff04ddb0-a873-4766-ba1b-aeb2e3106ab3,,,,,,,,,
Better Together,2019-11-23,Luke Combs,72,,72,1,423e5b04-5aaa-4e5c-b34e-7958933394b9,not_danceable,jaz,male,not_aggressive,voice,97.0886688232,C,0.80785369873,not_happy
Lonely Child,2019-11-23,YoungBoy Never Broke Again,73,58.0,44,5,406ccf2f-da98-409a-acc5-c78511e081c1,,,,,,,,,
Everything I Wanted,2019-11-23,Billie Eilish,74,,74,1,c205a615-d1ee-468c-9fca-dda3cf8f9937,danceable,rhy,female,not_aggressive,instrumental,119.994277954,A,0.759312808514,not_happy
Tip Of My Tongue,2019-11-23,Kenny Chesney,75,73.0,73,18,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy
Ridin' Roads,2019-11-23,Dustin Lynch,76,88.0,76,2,43740091-d760-4f84-a428-49e76e578ff0,danceable,pop,male,not_aggressive,voice,142.245941162,A,0.923115372658,happy
I Don't Know About You,2019-11-23,Chris Lane,77,76.0,39,19,8bc989a4-3153-46ad-bc6f-03d9558a5a7b,danceable,pop,female,not_aggressive,voice,143.862808228,C#,0.86237424612,happy
Tusa,2019-11-23,Karol G & Nicki Minaj,78,,78,1,5032af34-43ea-4c49-a906-f0b69b5805e2,,,,,,100.957183838,D,0.92520236969,
Slow Dancing In The Dark,2019-11-23,Joji,79,69.0,69,6,38662c62-3b11-441f-848f-8e0ddf1cae40,,,,,,,,,
All The Good Girls Go To Hell,2019-11-23,Billie Eilish,80,89.0,46,4,5abfb673-d2c0-4472-bae1-6f41c1a0c709,,,,,,,,,
Yellow Hearts,2019-11-23,Ant Saunders,81,,81,1,b8320737-92fe-4f24-bf3b-db2d90edd490,danceable,rhy,female,not_aggressive,voice,129.007461548,G,0.739399671555,not_happy
It All Comes Out In The Wash,2019-11-23,Miranda Lambert,82,70.0,70,2,1e6c5ab9-3ee6-4475-85d3-a9c4b52aca28,danceable,roc,male,not_aggressive,instrumental,163.876983643,C,0.944618999958,not_happy
Jerry Sprunger,2019-11-23,Tory Lanez & T-Pain,83,,83,1,4b7f2089-72c5-4049-96cc-8fafdc918ff3,,,,,,,,,
La Cancion,2019-11-23,J Balvin & Bad Bunny,84,,84,5,a3171d92-c25f-4d8d-8416-e90c5d6c100d,danceable,rhy,female,not_aggressive,voice,87.8438796997,C,0.875846326351,not_happy
Valentino,2019-11-23,24kGoldn,92,,92,1,bad7e435-91df-4e1a-a3e8-3aaa8af2a2b1,danceable,rhy,female,not_aggressive,instrumental,151.032546997,A,0.912356972694,happy
What Happens In A Small Town,2019-11-23,Brantley Gilbert + Lindsay Ell,93,53.0,53,14,facad4d6-c2ec-4d03-8297-305f053714ed,danceable,roc,female,aggressive,voice,138.016418457,B,0.919007539749,happy
Lalala,2019-11-23,Y2K & bbno$,94,,55,19,672fb9a2-7560-4c1b-9516-40c39ce4e630,danceable,rhy,female,not_aggressive,voice,129.950088501,A#,0.897412121296,not_happy
Living,2019-11-23,Dierks Bentley,95,93.0,51,16,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy
Somebody,2019-11-23,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",96,99.0,96,4,5edbb185-6dd8-4f22-8fda-790ef653064c,danceable,pop,male,not_aggressive,instrumental,89.9375839233,A,0.77063369751,not_happy
Come Thru,2019-11-23,Summer Walker & Usher,97,97.0,42,6,83f61277-ed51-41d1-98e9-8dfb98cf9dd7,,,,,,,,,
Immortal,2019-11-23,21 Savage,100,55.0,55,2,106ced3b-8782-4bed-9f5a-06deb9ad9163,danceable,hip,female,not_aggressive,voice,92.1397857666,C#,0.942200303078,not_happy
Circles,2019-11-30,Post Malone,1,2.0,1,12,a02e147c-18d3-4d2a-aa3d-4444ce90b517,,,,,,,,,
Someone You Loved,2019-11-30,Lewis Capaldi,2,1.0,1,28,5a0f5be9-fb55-4798-8564-cf4598def9ed,,,,,,,,,
Good As Hell,2019-11-30,Lizzo,3,4.0,3,13,d5f85796-2033-42ed-a9d4-46b48b309573,danceable,pop,female,not_aggressive,voice,95.9088516235,F,0.904714882374,not_happy
Memories,2019-11-30,Maroon 5,4,5.0,4,9,6c582ace-bed2-4132-9cfd-0728534d19a4,,,,,,,,,
Truth Hurts,2019-11-30,Lizzo,10,6.0,1,29,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1,,,,,,,,,
Panini,2019-11-30,Lil Nas X,11,9.0,5,22,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy
Roxanne,2019-11-30,Arizona Zervas,12,27.0,12,3,dd8755ed-6061-4c8b-a26d-927609bc3e65,danceable,hip,female,not_aggressive,instrumental,172.265670776,A,0.888282239437,not_happy
Trampoline,2019-11-30,SHAED,13,14.0,13,25,51ae7463-3af5-4888-a468-895bebcbd37c,,,,,,,,,
HIGHEST IN THE ROOM,2019-11-30,Travis Scott,14,12.0,1,7,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy
Lover,2019-11-30,Taylor Swift,15,26.0,10,14,fc3d8af5-af6e-4ea8-b9bf-a6294a13c89e,,,,,,,,,
Woah,2019-11-30,Lil Baby,16,19.0,16,2,6c57bae0-2618-4e29-b4c3-8db2d66459a2,danceable,hip,female,not_aggressive,voice,143.004516602,A#,0.956166148186,happy
Bad Guy,2019-11-30,Billie Eilish,17,13.0,1,34,1e9792da-e83d-4a4f-843b-6799efa84108,,,,,,,,,
BOP,2019-11-30,DaBaby,18,67.0,18,8,0c35a586-73a9-4f86-ae74-a2897aa44c55,danceable,rhy,female,not_aggressive,voice,127.034973145,D#,0.852990031242,happy
Dance Monkey,2019-11-30,Tones And I,19,23.0,19,7,f62719cf-f06a-470b-aa98-acc2484a40f4,,,,,,,,,
Ballin',2019-11-30,Mustard & Roddy Ricch,20,25.0,20,18,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
One Man Band,2019-11-30,Old Dominion,22,20.0,20,13,ed692d2f-8072-4848-bb10-d9e03da4cac9,,,,,,,,,
Only Human,2019-11-30,Jonas Brothers,24,18.0,18,23,4ff52497-b2ae-457b-9d1f-9233bff403ee,,,,,,,,,
I Don't Care,2019-11-30,Ed Sheeran & Justin Bieber,30,24.0,2,28,7dd04da7-d337-4bda-ae6a-031a3653ae57,,,,,,,,,
All I Want For Christmas Is You,2019-11-30,Mariah Carey,31,39.0,3,32,7a5d139d-e4ec-4bbf-a2c4-8df2c82d2f90,,,,,,,,,
Talk,2019-11-30,Khalid,32,29.0,3,41,31dc0c27-2927-48a6-b622-823c15f824b4,,,,,,,,,
Goodbyes,2019-11-30,Post Malone Featuring Young Thug,33,30.0,3,20,d23659cc-7bad-4cdc-93e1-ced6426e3c4b,,,,,,,,,
Baby,2019-11-30,Lil Baby & DaBaby,34,34.0,21,18,062f8de2-0b5a-467e-ae3f-70cc30440ccb,danceable,rhy,male,not_aggressive,voice,107.97882843,A#,0.697579324245,not_happy
How Do You Sleep?,2019-11-30,Sam Smith,35,31.0,24,18,ebc71d87-c1c6-404c-84b9-3a8e92287268,,,,,,,,,
Playing Games,2019-11-30,Summer Walker,36,33.0,16,12,44ab8b80-35d4-46f2-89ec-724f523b3554,danceable,rhy,female,not_aggressive,voice,115.478012085,D,0.380101382732,happy
Sucker,2019-11-30,Jonas Brothers,38,32.0,1,38,abb7a870-6ffb-4d24-b103-bbe638fc6aeb,,,,,,,,,
Graveyard,2019-11-30,Halsey,39,42.0,39,10,fcb4ac0c-1062-4c60-97d2-e80054b92e8c,danceable,rhy,female,not_aggressive,voice,122.9322052,C,0.840537548065,not_happy
Suge,2019-11-30,DaBaby,40,37.0,7,34,fde4aee5-feb2-4222-aef3-962834d80929,danceable,rhy,female,not_aggressive,voice,151.006347656,A#,0.604345798492,not_happy
Hot Girl Bummer,2019-11-30,blackbear,41,45.0,41,10,b0f80945-222c-4a2b-9b71-edc533cd4207,danceable,rhy,male,not_aggressive,voice,129.935440063,F#,0.871405184269,not_happy
Don't Start Now,2019-11-30,Dua Lipa,42,46.0,30,3,bd53c333-f1bd-465b-81ae-3c1f2ff28fa3,,,,,,,,,
Time,2019-11-30,NF,43,43.0,41,18,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
Jerry Sprunger,2019-11-30,Tory Lanez & T-Pain,44,83.0,44,2,4b7f2089-72c5-4049-96cc-8fafdc918ff3,,,,,,,,,
The Bones,2019-11-30,Maren Morris,50,48.0,48,9,2e141c99-e791-435d-91de-db64e6b333cc,,,,,,,,,
Juicy,2019-11-30,Doja Cat & Tyga,51,47.0,47,4,db27096f-9347-483d-aa99-05121c7b1c45,danceable,rhy,female,not_aggressive,instrumental,85.0042800903,F,0.820725381374,not_happy
Follow God,2019-11-30,Kanye West,52,38.0,7,4,55fad092-c487-42db-b9dd-af090087788f,,,,,,,,,
Remember You Young,2019-11-30,Thomas Rhett,53,53.0,53,10,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy
Heart On Ice,2019-11-30,Rod Wave,54,56.0,54,2,b124f68f-ad32-42a0-bc0d-26e2a88bb965,danceable,rhy,female,not_aggressive,voice,79.0132369995,A#,0.266575485468,not_happy
223's,2019-11-30,YNW Melly & 9lokknine,56,44.0,34,11,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy
Camelot,2019-11-30,NLE Choppa,58,51.0,37,10,96ec5658-4433-47e6-a7b9-89efdb1071e2,,,,,,,,,
VIBEZ,2019-11-30,DaBaby,59,52.0,21,8,1c1b8bcd-02c6-4406-82cc-504906de9aff,danceable,rhy,male,not_aggressive,voice,153.863540649,A,0.963685870171,not_happy
Watermelon Sugar,2019-11-30,Harry Styles,60,,60,1,d275d6cf-801f-445a-a236-c0667e5a154f,,,,,,,,,
Prayed For You,2019-11-30,Matt Stell,61,57.0,36,16,cbdb4d38-f47a-441a-bd89-b0a0cd656ad3,,,,,,,,,
Kinfolks,2019-11-30,Sam Hunt,62,65.0,62,6,c620cdfd-7b9b-4905-8757-09a2f1b033f4,danceable,pop,male,not_aggressive,voice,151.994171143,C,0.900953352451,not_happy
Ridin' Roads,2019-11-30,Dustin Lynch,70,76.0,70,3,43740091-d760-4f84-a428-49e76e578ff0,danceable,pop,male,not_aggressive,voice,142.245941162,A,0.923115372658,happy
Nice To Meet Ya,2019-11-30,Niall Horan,71,63.0,63,6,a2c07733-e608-4930-ab49-fc9a1ba7a40e,,,,,,,,,
Liar,2019-11-30,Camila Cabello,72,55.0,52,11,bb990ef6-0166-4eb9-8abc-b942b89de32e,danceable,dan,female,aggressive,instrumental,97.9582290649,B,0.920087575912,not_happy
Every Little Thing,2019-11-30,Russell Dickerson,73,58.0,50,12,79934694-271d-4f46-8110-530c58204cfa,danceable,pop,male,not_aggressive,voice,93.9877624512,C#,0.850116431713,happy
Tip Of My Tongue,2019-11-30,Kenny Chesney,74,75.0,73,19,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy
Falling,2019-11-30,Trevor Daniel,75,,75,1,fc379be3-84ec-4383-bc13-ab997da54111,,,,,,,,,
All The Good Girls Go To Hell,2019-11-30,Billie Eilish,76,80.0,46,5,25c52213-2409-476c-b330-d585300526e9,not_danceable,jaz,female,not_aggressive,voice,79.443031311,G#,0.579835772514,not_happy
Lights Up,2019-11-30,Harry Styles,77,,17,4,57f71d30-f9c5-4778-8ec1-fd9132203929,danceable,dan,female,aggressive,instrumental,101.715675354,D#,0.699732005596,not_happy
Make No Sense,2019-11-30,YoungBoy Never Broke Again,78,69.0,57,6,38fbd6ee-eb68-44bb-8645-a30da01f9aff,danceable,rhy,male,not_aggressive,voice,154.603271484,F,0.917281746864,not_happy
Hot Girl Summer,2019-11-30,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",79,59.0,11,15,621debfd-f65b-42c9-96f5-2705bbe458f1,danceable,hip,female,not_aggressive,voice,99.031463623,F,0.938753426075,not_happy
I Don't Know About You,2019-11-30,Chris Lane,80,77.0,39,20,8bc989a4-3153-46ad-bc6f-03d9558a5a7b,danceable,pop,female,not_aggressive,voice,143.862808228,C#,0.86237424612,happy
Lonely Child,2019-11-30,YoungBoy Never Broke Again,81,73.0,44,6,9b714001-b424-4501-8351-7290195398c3,danceable,rhy,male,not_aggressive,voice,99.6571884155,E,0.858918130398,not_happy
homecoming queen?,2019-11-30,Kelsea Ballerini,83,89.0,82,3,3059f77a-e9f4-4221-bd94-02d48a88ade8,,,,,,,,,
Good Vibes,2019-11-30,Chris Janson,84,61.0,48,12,06bf0a80-f651-4044-8f5f-2ab5de174103,danceable,roc,male,aggressive,voice,91.9835128784,C,0.956123232841,not_happy
Up All Night,2019-11-30,Khalid,89,,89,1,4bfbcbe4-c38e-407a-b800-df70fa7a856c,danceable,dan,female,not_aggressive,instrumental,93.9055480957,C#,0.953745961189,not_happy
Lalala,2019-11-30,Y2K & bbno$,91,94.0,55,20,672fb9a2-7560-4c1b-9516-40c39ce4e630,danceable,rhy,female,not_aggressive,voice,129.950088501,A#,0.897412121296,not_happy
Tusa,2019-11-30,Karol G & Nicki Minaj,92,78.0,78,2,5032af34-43ea-4c49-a906-f0b69b5805e2,,,,,,100.957183838,D,0.92520236969,
We Back,2019-11-30,Jason Aldean,93,,93,1,a3965aee-2f4d-46f3-bbee-f29f01ad96a0,,,,,,,,,
Self Control,2019-11-30,YoungBoy Never Broke Again,94,86.0,50,11,3158e3e7-10cc-442a-bf0e-ee330ac935ad,,,,,,,,,
Homesick,2019-11-30,Kane Brown,95,,95,1,6769d83e-0b63-4da4-9275-8221b098e2c6,danceable,pop,female,not_aggressive,instrumental,96.9771728516,G#,0.911060094833,not_happy
Yellow Hearts,2019-11-30,Ant Saunders,98,81.0,81,2,b8320737-92fe-4f24-bf3b-db2d90edd490,danceable,rhy,female,not_aggressive,voice,129.007461548,G,0.739399671555,not_happy
RITMO (Bad Boys For Life),2019-11-30,Black Eyed Peas X J Balvin,100,,100,1,0a31fc1b-e298-446a-a6fd-4b9f707df237,danceable,dan,female,not_aggressive,voice,105.005836487,A#,0.858330488205,not_happy
Circles,2019-12-07,Post Malone,1,1.0,1,13,9d0a9e5c-a765-40ab-837e-99b0bb197f6c,danceable,pop,female,not_aggressive,voice,120.038650513,F,0.922583281994,not_happy
Someone You Loved,2019-12-07,Lewis Capaldi,2,2.0,1,29,5a0f5be9-fb55-4798-8564-cf4598def9ed,,,,,,,,,
Good As Hell,2019-12-07,Lizzo,3,3.0,3,14,b964521b-488d-428a-8b94-1bce15ded88b,,,,,,,,,
"10,000 Hours",2019-12-07,Dan + Shay & Justin Bieber,8,9.0,4,8,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57,danceable,pop,female,not_aggressive,voice,90.00806427,A#,0.970693469048,not_happy
Truth Hurts,2019-12-07,Lizzo,9,10.0,1,30,1e88ada8-7fea-49d0-9e21-0413485fc694,,,,,,,,,
No Guidance,2019-12-07,Chris Brown Featuring Drake,10,7.0,5,25,897719b4-e6dd-41c2-bd3d-9d43cab454a5,,,,,,,,,
Dance Monkey,2019-12-07,Tones And I,11,19.0,11,8,182d8302-7d5b-4d86-a120-619d283b9adb,,,,,,,,,
BOP,2019-12-07,DaBaby,12,18.0,12,9,f3796987-0b1c-435b-ba08-71402831724c,,,,,,,,,
Panini,2019-12-07,Lil Nas X,13,11.0,5,23,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy
Bad Guy,2019-12-07,Billie Eilish,14,17.0,1,35,1c5f75c9-a45b-490a-9795-a81ba791495a,,,,,,,,,
HIGHEST IN THE ROOM,2019-12-07,Travis Scott,15,14.0,1,8,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy
Ballin',2019-12-07,Mustard & Roddy Ricch,16,20.0,16,19,ac75cc17-716b-4916-a601-12dca645d7d4,danceable,rhy,female,not_aggressive,voice,97.0014877319,F,0.768085241318,happy
Trampoline,2019-12-07,SHAED,17,13.0,13,26,51ae7463-3af5-4888-a468-895bebcbd37c,,,,,,,,,
All I Want For Christmas Is You,2019-12-07,Mariah Carey,18,31.0,3,33,7a5d139d-e4ec-4bbf-a2c4-8df2c82d2f90,,,,,,,,,
Lover,2019-12-07,Taylor Swift,19,15.0,10,15,492b1506-29c1-4109-acf6-40d56d4073aa,,,,,,,,,
One Man Band,2019-12-07,Old Dominion,22,22.0,20,14,ed692d2f-8072-4848-bb10-d9e03da4cac9,,,,,,,,,
Even Though I'm Leaving,2019-12-07,Luke Combs,28,25.0,11,13,f83d1c45-322a-4337-a57a-1a23a93e4eea,not_danceable,pop,male,not_aggressive,voice,155.488693237,D,0.90295112133,happy
Rockin' Around The Christmas Tree,2019-12-07,Brenda Lee,29,,9,28,fd81eaf6-3f34-48cf-b075-b096954207c7,,,,,,,,,
Bandit,2019-12-07,Juice WRLD & YoungBoy Never Broke Again,30,28.0,10,8,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy
Heartless,2019-12-07,The Weeknd,32,,32,1,c3ddb911-0e63-4116-b66b-4d62dfa590ec,danceable,dan,female,not_aggressive,instrumental,172.265594482,A#,0.787702560425,not_happy
Vete,2019-12-07,Bad Bunny,33,,33,1,3313bbdc-98e4-4a92-9a9a-d31dc49bc0e6,danceable,rhy,female,not_aggressive,voice,91.969291687,A#,0.924174904823,not_happy
Graveyard,2019-12-07,Halsey,34,39.0,34,11,fcb4ac0c-1062-4c60-97d2-e80054b92e8c,danceable,rhy,female,not_aggressive,voice,122.9322052,C,0.840537548065,not_happy
I Don't Care,2019-12-07,Ed Sheeran & Justin Bieber,35,30.0,2,29,7dd04da7-d337-4bda-ae6a-031a3653ae57,,,,,,,,,
Talk,2019-12-07,Khalid,36,32.0,3,42,1a4d507e-1c64-45e9-8ee5-e3963be93c91,,,,,,,,,
Don't Start Now,2019-12-07,Dua Lipa,37,42.0,30,4,bd53c333-f1bd-465b-81ae-3c1f2ff28fa3,,,,,,,,,
Baby,2019-12-07,Lil Baby & DaBaby,39,34.0,21,19,062f8de2-0b5a-467e-ae3f-70cc30440ccb,danceable,rhy,male,not_aggressive,voice,107.97882843,A#,0.697579324245,not_happy
How Do You Sleep?,2019-12-07,Sam Smith,40,35.0,24,19,ebc71d87-c1c6-404c-84b9-3a8e92287268,,,,,,,,,
Goodbyes,2019-12-07,Post Malone Featuring Young Thug,41,33.0,3,21,d23659cc-7bad-4cdc-93e1-ced6426e3c4b,,,,,,,,,
Falling,2019-12-07,Trevor Daniel,42,75.0,42,2,707fbe9e-feb2-49fb-9108-cd66404a9f17,danceable,pop,female,not_aggressive,instrumental,126.946792603,A#,0.357945591211,not_happy
Jingle Bell Rock,2019-12-07,Bobby Helms,47,,8,26,e7c0689d-3ffe-464d-80a0-d7c288f1a6bd,,,,,,,,,
A Holly Jolly Christmas,2019-12-07,Burl Ives,48,,10,11,81f01e7a-78ea-4e0c-bdae-22c14b5b41d6,,,,,,,,,
It's The Most Wonderful Time Of The Year,2019-12-07,Andy Williams,49,,10,11,d5577534-6621-4965-9b0d-e086c9b1f130,,,,,,,,,
Juicy,2019-12-07,Doja Cat & Tyga,51,51.0,47,5,a1e8e2f8-cf13-4c24-9cfb-ae70b77ee36a,,,,,,,,,
One Thing Right,2019-12-07,Marshmello & Kane Brown,52,45.0,36,23,bf93039e-4f44-4bca-822a-51031e6cfb11,danceable,pop,female,not_aggressive,voice,88.070274353,E,0.901040673256,happy
The Bones,2019-12-07,Maren Morris,53,50.0,48,10,7add9020-1772-4c3c-acc0-0664197aa4cc,,,,,,,,,
Time,2019-12-07,NF,54,43.0,41,19,adad55ad-075a-489d-9a15-96800e5cd8c2,,,,,,,,,
Heart On Ice,2019-12-07,Rod Wave,56,54.0,54,3,b124f68f-ad32-42a0-bc0d-26e2a88bb965,danceable,rhy,female,not_aggressive,voice,79.0132369995,A#,0.266575485468,not_happy
223's,2019-12-07,YNW Melly & 9lokknine,57,56.0,34,12,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy
Who Needs Love,2019-12-07,Trippie Redd,58,,58,1,8510cf95-f417-4831-b46a-aebc0df5a6ff,danceable,rhy,male,not_aggressive,voice,108.998847961,F,0.40865328908,not_happy
What If I Never Get Over You,2019-12-07,Lady Antebellum,61,47.0,47,14,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f,danceable,roc,male,not_aggressive,voice,92.9138336182,C,0.934688985348,not_happy
We Were,2019-12-07,Keith Urban,68,65.0,65,13,1582c177-e2e9-4e83-b08a-855bbe54bb56,danceable,rhy,male,not_aggressive,voice,81.0270767212,F,0.874532103539,happy
Prayed For You,2019-12-07,Matt Stell,69,61.0,36,17,b0b524ad-c1a5-472d-8e9b-b4891e2a3c81,danceable,pop,male,not_aggressive,voice,139.97203064,A,0.882284224033,happy
Kinfolks,2019-12-07,Sam Hunt,70,62.0,62,7,c620cdfd-7b9b-4905-8757-09a2f1b033f4,danceable,pop,male,not_aggressive,voice,151.994171143,C,0.900953352451,not_happy
Ridin' Roads,2019-12-07,Dustin Lynch,72,70.0,70,4,43740091-d760-4f84-a428-49e76e578ff0,danceable,pop,male,not_aggressive,voice,142.245941162,A,0.923115372658,happy
Hate Me,2019-12-07,Ellie Goulding & Juice WRLD,73,69.0,56,16,261ac7b3-55d3-4be8-95e1-b9b89809c0f1,danceable,pop,female,not_aggressive,voice,150.060348511,A#,0.929631650448,not_happy
Heartache Medication,2019-12-07,Jon Pardi,74,67.0,67,9,6d05c772-f89c-4a61-aa2e-41dd79c62f44,danceable,roc,male,not_aggressive,instrumental,94.999786377,E,0.923365473747,happy
All The Good Girls Go To Hell,2019-12-07,Billie Eilish,76,76.0,46,6,5abfb673-d2c0-4472-bae1-6f41c1a0c709,,,,,,,,,
Watermelon Sugar,2019-12-07,Harry Styles,77,60.0,60,2,d275d6cf-801f-445a-a236-c0667e5a154f,,,,,,,,,
We Back,2019-12-07,Jason Aldean,78,93.0,78,2,a3965aee-2f4d-46f3-bbee-f29f01ad96a0,,,,,,,,,
