song,artist,this_week,last_week,peak_position,weeks_on_chart
Jack And Jill,Tommy Roe,53,54,53,12
Love Of The Common People,The Winstons,54,55,54,5
Any Way That You Want Me,Evie Sands,55,62,55,10
Reuben James,Kenny Rogers & The First Edition,56,66,56,4
The Train,1910 Fruitgum Co.,57,57,57,9
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,58,64,58,5
Doin' Our Thing,Clarence Carter,59,68,59,4
Chains Of Love,Bobby Bland,60,69,60,6
Take A Letter Maria,R.B. Greaves,61,,61,1
The Sweeter He Is - Part I,The Soul Children,62,82,62,2
Cherry Hill Park,Billy Joe Royal,63,83,63,3
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",64,72,64,3
Let A Man Come In And Do The Popcorn (Part One),James Brown,65,78,65,2
We Gotta All Get Together,Paul Revere & The Raiders Featuring Mark Lindsay,66,50,50,7
Try A Little Kindness,Glen Campbell,67,89,67,2
Time Machine,Grand Funk Railroad,68,73,68,4
"Mind, Body and Soul",The Flaming Ember,69,80,69,4
Son Of A Lovin' Man,Buchanan Brothers,70,61,61,5
"Since I Met You, Baby",Sonny James,71,71,71,5
Kool And The Gang,Kool & The Gang,72,84,72,6
Groovy Grubworm,Harlow Wilcox and the Oakies,73,77,73,2
Get Off My Back Woman,B.B. King,74,74,74,8
I'll Bet You,Funkadelic,75,85,75,3
Na Na Hey Hey Kiss Him Goodbye,Steam,76,,76,1
The Colour Of My Love,Jefferson,77,87,77,5
Undun,The Guess Who,78,,78,1
Turn On A Dream,The Box Tops,79,,79,1
Make Your Own Kind Of Music,Mama Cass Elliot,80,,80,1
Julia,Ramsey Lewis,81,94,81,4
Good Clean Fun,The Monkees,82,91,82,5
Was It Good To You,The Isley Brothers,83,92,83,4
Silver Threads And Golden Needles,The Cowsills,84,86,84,2
Proud Mary,"The Checkmates, Ltd. Featuring Sonny Charles",85,,85,1
Eternity,Vikki Carr,86,97,86,3
Don't Waste My Time,John Mayall,87,90,87,2
Hold Me,The Baskerville Hounds,88,88,88,2
I Can't Be All Bad,Johnny Adams,89,96,89,2
It's Hard To Get Along,Joe Simon,90,,90,1
Love In The City,The Turtles,91,99,91,2
Shangri-La,The Lettermen,92,,92,1
We'll Cry Together,Maxine Brown,93,93,93,4
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,94,,94,1
Delta Lady,Joe Cocker,95,98,95,3
Say You Love Me,The Impressions,96,,96,1
Crumbs Off The Table,The Glass House,97,,97,1
We Must Be In Love,Five Stairsteps & Cubie,98,,98,1
She Belongs To Me,Rick Nelson,99,100,99,2
Just A Little Love,B.B. King,100,,100,1
I Can't Get Next To You,The Temptations,1,1,1,11
Hot Fun In The Summertime,Sly & The Family Stone,2,2,2,12
"Sugar, Sugar",The Archies,3,3,1,14
Jean,Oliver,4,4,2,11
Suspicious Minds,Elvis Presley,5,6,5,7
Little Woman,Bobby Sherman,6,5,3,10
Wedding Bell Blues,The 5th Dimension,7,8,7,5
Baby It's You,Smith,8,13,8,8
Tracy,The Cuff Links,9,10,9,7
I'm Gonna Make You Mine,Lou Christie,10,11,10,10
Something,The Beatles,11,20,11,2
That's The Way Love Is,Marvin Gaye,12,7,7,10
Come Together/Something,The Beatles,13,23,13,2
Is That All There Is,Peggy Lee,14,17,14,5
Everybody's Talkin',Nilsson,15,15,6,11
Smile A Little Smile For Me,The Flying Machine,16,38,16,4
This Girl Is A Woman Now,Gary Puckett And The Union Gap,17,12,9,10
Easy To Be Hard,Three Dog Night,18,9,4,12
I'll Never Fall In Love Again,Tom Jones,19,18,6,21
You've Lost That Lovin' Feeling,Dionne Warwick,20,30,20,6
Jealous Kind Of Fella,Garland Green,21,21,21,7
Sugar On Sunday,The Clique,22,22,22,9
Green River,Creedence Clearwater Revival,23,19,2,13
"You, I",The Rugbys,24,25,24,10
Going In Circles,The Friends Of Distinction,25,27,25,11
"Baby, I'm For Real",The Originals,26,33,26,5
Honky Tonk Women,The Rolling Stones,27,14,1,15
Make Believe,Wind,28,35,28,8
And When I Die,"Blood, Sweat & Tears",29,50,29,2
Walk On By,Isaac Hayes,30,32,30,9
"Oh, What A Night",The Dells,31,16,10,11
When I Die,Motherlode,32,26,18,12
Ball Of Fire,Tommy James And The Shondells,33,42,33,4
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",34,64,34,4
Jesus Is A Soul Man,Lawrence Reynolds,35,36,35,6
Reuben James,Kenny Rogers & The First Edition,36,56,36,5
Take A Letter Maria,R.B. Greaves,37,61,37,2
Something In The Air,Thunderclap Newman,38,51,38,8
What's The Use Of Breaking Up,Jerry Butler,39,24,20,9
In A Moment,The Intrigues,40,34,31,13
So Good Together,Andy Kim,41,46,41,5
Echo Park,Keith Barbour,42,44,42,5
Backfield In Motion,Mel And Tim,43,48,43,2
Try A Little Kindness,Glen Campbell,44,67,44,3
Don't It Make You Want To Go Home,Joe South and The Believers,45,41,41,10
World (Part 1),James Brown,46,43,37,7
Carry Me Back,The Rascals,47,40,26,8
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,48,58,48,6
Cherry Hill Park,Billy Joe Royal,49,63,49,4
Time Machine,Grand Funk Railroad,50,68,50,5
You'll Never Walk Alone,The Brooklyn Bridge,51,52,51,4
Na Na Hey Hey Kiss Him Goodbye,Steam,52,76,52,2
Doin' Our Thing,Clarence Carter,53,59,53,5
Any Way That You Want Me,Evie Sands,54,55,54,11
Sad Girl,The Intruders,55,47,47,9
The Sweeter He Is - Part I,The Soul Children,56,62,56,3
"Mind, Body and Soul",The Flaming Ember,57,69,57,5
Let A Man Come In And Do The Popcorn (Part One),James Brown,58,65,58,3
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,59,94,59,2
Undun,The Guess Who,60,78,60,2
Eli's Coming,Three Dog Night,61,,61,1
And That Reminds Me (My Heart Reminds Me),The 4 Seasons,62,45,45,7
Turn On A Dream,The Box Tops,63,79,63,2
The Train,1910 Fruitgum Co.,64,57,57,10
Kool And The Gang,Kool & The Gang,65,72,65,7
Chains Of Love,Bobby Bland,66,60,60,7
"Since I Met You, Baby",Sonny James,67,71,67,6
Make Your Own Kind Of Music,Mama Cass Elliot,68,80,68,2
Love Of The Common People,The Winstons,69,54,54,6
Son Of A Lovin' Man,Buchanan Brothers,70,70,61,6
Groovy Grubworm,Harlow Wilcox and the Oakies,71,73,71,3
Jack And Jill,Tommy Roe,72,53,53,13
Delta Lady,Joe Cocker,73,95,73,4
I'll Bet You,Funkadelic,74,75,74,4
Silver Threads And Golden Needles,The Cowsills,75,84,75,3
Leaving On A Jet Plane,"Peter, Paul & Mary",76,,76,1
The Colour Of My Love,Jefferson,77,77,77,6
Proud Mary,"The Checkmates, Ltd. Featuring Sonny Charles",78,85,78,2
Eternity,Vikki Carr,79,86,79,4
Julia,Ramsey Lewis,80,81,80,5
Don't Waste My Time,John Mayall,81,87,81,3
Shangri-La,The Lettermen,82,92,82,2
Was It Good To You,The Isley Brothers,83,83,83,5
We'll Cry Together,Maxine Brown,84,93,84,5
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,85,,85,1
I Still Believe In Tomorrow,John & Anne Ryder,86,,86,1
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,87,,87,1
Evil Woman Don't Play Your Games With Me,CROW,88,,88,1
Wonderful,Blackwell,89,,89,1
It's Hard To Get Along,Joe Simon,90,90,90,2
These Eyes,Jr. Walker & The All Stars,91,,91,1
She's Got Love,Thomas & Richard Frost,92,,92,1
Friendship Train,Gladys Knight And The Pips,93,,93,1
Sunday Mornin' Comin' Down,Ray Stevens,94,,94,1
Say You Love Me,The Impressions,95,96,95,2
Crumbs Off The Table,The Glass House,96,97,96,2
Jingo,Santana,97,,97,1
One Woman,Johnny Rivers,98,,98,1
She Belongs To Me,Rick Nelson,99,99,99,3
Just A Little Love,B.B. King,100,100,100,2
Suspicious Minds,Elvis Presley,1,5,1,8
Wedding Bell Blues,The 5th Dimension,2,7,2,6
"Sugar, Sugar",The Archies,3,3,1,15
I Can't Get Next To You,The Temptations,4,1,1,12
Baby It's You,Smith,5,8,5,9
Hot Fun In The Summertime,Sly & The Family Stone,6,2,2,13
Little Woman,Bobby Sherman,7,6,3,11
Jean,Oliver,8,4,2,12
Tracy,The Cuff Links,9,9,9,8
Come Together/Something,The Beatles,10,13,10,3
Something,The Beatles,11,11,11,3
Smile A Little Smile For Me,The Flying Machine,12,16,12,5
Is That All There Is,Peggy Lee,13,14,13,6
That's The Way Love Is,Marvin Gaye,14,12,7,11
I'm Gonna Make You Mine,Lou Christie,15,10,10,11
Going In Circles,The Friends Of Distinction,16,25,16,12
And When I Die,"Blood, Sweat & Tears",17,29,17,3
You've Lost That Lovin' Feeling,Dionne Warwick,18,20,18,7
I'll Never Fall In Love Again,Tom Jones,19,19,6,22
Jealous Kind Of Fella,Garland Green,20,21,20,8
Take A Letter Maria,R.B. Greaves,21,37,21,3
"Baby, I'm For Real",The Originals,22,26,22,6
Easy To Be Hard,Three Dog Night,23,18,4,13
Sugar On Sunday,The Clique,24,22,22,10
Everybody's Talkin',Nilsson,25,15,6,12
Ball Of Fire,Tommy James And The Shondells,26,33,26,5
This Girl Is A Woman Now,Gary Puckett And The Union Gap,27,17,9,11
Jesus Is A Soul Man,Lawrence Reynolds,28,35,28,7
"You, I",The Rugbys,29,24,24,11
Let A Man Come In And Do The Popcorn (Part One),James Brown,30,58,30,4
Walk On By,Isaac Hayes,31,30,30,10
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,32,59,32,3
Try A Little Kindness,Glen Campbell,33,44,33,4
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",34,34,34,5
Reuben James,Kenny Rogers & The First Edition,35,36,35,6
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,36,48,36,7
Something In The Air,Thunderclap Newman,37,38,37,9
Cherry Hill Park,Billy Joe Royal,38,49,38,5
What's The Use Of Breaking Up,Jerry Butler,39,39,20,10
Echo Park,Keith Barbour,40,42,40,6
So Good Together,Andy Kim,41,41,41,6
Backfield In Motion,Mel And Tim,42,43,42,3
When I Die,Motherlode,43,32,18,13
Make Believe,Wind,44,28,28,9
Na Na Hey Hey Kiss Him Goodbye,Steam,45,52,45,3
In A Moment,The Intrigues,46,40,31,14
Don't It Make You Want To Go Home,Joe South and The Believers,47,45,41,11
Doin' Our Thing,Clarence Carter,48,53,48,6
Time Machine,Grand Funk Railroad,49,50,49,6
Eli's Coming,Three Dog Night,50,61,50,2
Undun,The Guess Who,51,60,51,3
"Mind, Body and Soul",The Flaming Ember,52,57,52,6
The Sweeter He Is - Part I,The Soul Children,53,56,53,4
Any Way That You Want Me,Evie Sands,54,54,54,12
You'll Never Walk Alone,The Brooklyn Bridge,55,51,51,5
Make Your Own Kind Of Music,Mama Cass Elliot,56,68,56,3
Leaving On A Jet Plane,"Peter, Paul & Mary",57,76,57,2
Fortunate Son,Creedence Clearwater Revival,58,,58,1
Kool And The Gang,Kool & The Gang,59,65,59,8
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,60,87,60,2
Turn On A Dream,The Box Tops,61,63,61,3
Groovy Grubworm,Harlow Wilcox and the Oakies,62,71,62,4
I'll Bet You,Funkadelic,63,74,63,5
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,64,85,64,2
"Since I Met You, Baby",Sonny James,65,67,65,7
Friendship Train,Gladys Knight And The Pips,66,93,66,2
Shangri-La,The Lettermen,67,82,67,3
These Eyes,Jr. Walker & The All Stars,68,91,68,2
Proud Mary,"The Checkmates, Ltd. Featuring Sonny Charles",69,78,69,3
The Colour Of My Love,Jefferson,70,77,70,7
Holly Holy,Neil Diamond,71,,71,1
I Still Believe In Tomorrow,John & Anne Ryder,72,86,72,2
Delta Lady,Joe Cocker,73,73,73,5
Up On Cripple Creek,The Band,74,,74,1
Silver Threads And Golden Needles,The Cowsills,75,75,75,4
We'll Cry Together,Maxine Brown,76,84,76,6
Evil Woman Don't Play Your Games With Me,CROW,77,88,77,2
Say You Love Me,The Impressions,78,95,78,3
Crumbs Off The Table,The Glass House,79,96,79,3
Julia,Ramsey Lewis,80,80,80,6
Sunday Mornin' Comin' Down,Ray Stevens,81,94,81,2
On The Dock Of The Bay,The Dells,82,,82,1
I Guess The Lord Must Be In New York City,Nilsson,83,,83,1
She's Got Love,Thomas & Richard Frost,84,92,84,2
Tonight I'll Be Staying Here With You,Bob Dylan,85,,85,1
Raindrops Keep Fallin' On My Head,B.J. Thomas,86,,86,1
It's Hard To Get Along,Joe Simon,87,90,87,3
We Must Be In Love,Five Stairsteps & Cubie,88,,88,2
Wonderful,Blackwell,89,89,89,2
Love Will Find A Way,Jackie DeShannon,90,,90,1
Okie From Muskogee,Merle Haggard And The Strangers,91,,91,1
Ballad Of Easy Rider,The Byrds,92,,92,1
"We Love You, Call Collect",Art Linkletter,93,,93,1
Cupid,Johnny Nash,94,,94,1
One Woman,Johnny Rivers,95,98,95,2
She Belongs To Me,Rick Nelson,96,99,96,4
Jingo,Santana,97,97,97,2
Why Is The Wine Sweeter (On The Other Side),Eddie Floyd,98,,98,1
Midnight Cowboy,Ferrante & Teicher,99,,99,1
I Can't Make It Alone,Lou Rawls,100,,100,1
Wedding Bell Blues,The 5th Dimension,1,2,1,7
Suspicious Minds,Elvis Presley,2,1,1,9
Come Together/Something,The Beatles,3,10,3,4
I Can't Get Next To You,The Temptations,4,4,1,13
Baby It's You,Smith,5,5,5,10
"Sugar, Sugar",The Archies,6,3,1,16
Hot Fun In The Summertime,Sly & The Family Stone,7,6,2,14
And When I Die,"Blood, Sweat & Tears",8,17,8,4
Something,The Beatles,9,11,9,4
Smile A Little Smile For Me,The Flying Machine,10,12,10,6
Is That All There Is,Peggy Lee,11,13,11,7
Tracy,The Cuff Links,12,9,9,9
Little Woman,Bobby Sherman,13,7,3,12
Jean,Oliver,14,8,2,13
Going In Circles,The Friends Of Distinction,15,16,15,13
You've Lost That Lovin' Feeling,Dionne Warwick,16,18,16,8
"Baby, I'm For Real",The Originals,17,22,17,7
Take A Letter Maria,R.B. Greaves,18,21,18,4
Ball Of Fire,Tommy James And The Shondells,19,26,19,6
Backfield In Motion,Mel And Tim,20,42,20,4
Let A Man Come In And Do The Popcorn (Part One),James Brown,21,30,21,5
Na Na Hey Hey Kiss Him Goodbye,Steam,22,45,22,4
Eli's Coming,Three Dog Night,23,50,23,3
I'm Gonna Make You Mine,Lou Christie,24,15,10,12
Cherry Hill Park,Billy Joe Royal,25,38,25,6
Try A Little Kindness,Glen Campbell,26,33,26,5
That's The Way Love Is,Marvin Gaye,27,14,7,12
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",28,34,28,6
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,29,32,29,4
Reuben James,Kenny Rogers & The First Edition,30,35,30,7
Walk On By,Isaac Hayes,31,31,30,11
I'll Never Fall In Love Again,Tom Jones,32,19,6,23
Fortunate Son,Creedence Clearwater Revival,33,58,33,2
Jealous Kind Of Fella,Garland Green,34,20,20,9
Jesus Is A Soul Man,Lawrence Reynolds,35,28,28,8
So Good Together,Andy Kim,36,41,36,7
Undun,The Guess Who,37,51,37,4
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,38,60,38,3
Leaving On A Jet Plane,"Peter, Paul & Mary",39,57,39,3
Echo Park,Keith Barbour,40,40,40,7
"Mind, Body and Soul",The Flaming Ember,41,52,41,7
Sugar On Sunday,The Clique,42,24,22,11
Make Your Own Kind Of Music,Mama Cass Elliot,43,56,43,4
Holly Holy,Neil Diamond,44,71,44,2
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,45,36,36,8
Doin' Our Thing,Clarence Carter,46,48,46,7
Don't It Make You Want To Go Home,Joe South and The Believers,47,47,41,12
Time Machine,Grand Funk Railroad,48,49,48,7
These Eyes,Jr. Walker & The All Stars,49,68,49,3
Someday We'll Be Together,Diana Ross & The Supremes,50,,50,1
Something In The Air,Thunderclap Newman,51,37,37,10
The Sweeter He Is - Part I,The Soul Children,52,53,52,5
Any Way That You Want Me,Evie Sands,53,54,53,13
"We Love You, Call Collect",Art Linkletter,54,93,54,2
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,55,64,55,3
Friendship Train,Gladys Knight And The Pips,56,66,56,3
Heaven Knows,The Grass Roots,57,,57,1
Up On Cripple Creek,The Band,58,74,58,2
Kool And The Gang,Kool & The Gang,59,59,59,9
Turn On A Dream,The Box Tops,60,61,60,4
Groovy Grubworm,Harlow Wilcox and the Oakies,61,62,61,5
You'll Never Walk Alone,The Brooklyn Bridge,62,55,51,6
I'll Bet You,Funkadelic,63,63,63,6
Shangri-La,The Lettermen,64,67,64,4
I Guess The Lord Must Be In New York City,Nilsson,65,83,65,2
I Can't Make It Alone,Lou Rawls,66,100,66,2
Evil Woman Don't Play Your Games With Me,CROW,67,77,67,3
The Colour Of My Love,Jefferson,68,70,68,8
Delta Lady,Joe Cocker,69,73,69,6
Love Will Find A Way,Jackie DeShannon,70,90,70,2
On The Dock Of The Bay,The Dells,71,82,71,2
I Still Believe In Tomorrow,John & Anne Ryder,72,72,72,3
We'll Cry Together,Maxine Brown,73,76,73,7
Silver Threads And Golden Needles,The Cowsills,74,75,74,5
Say You Love Me,The Impressions,75,78,75,4
Julia,Ramsey Lewis,76,80,76,7
Proud Mary,"The Checkmates, Ltd. Featuring Sonny Charles",77,69,69,4
Crumbs Off The Table,The Glass House,78,79,78,4
Tonight I'll Be Staying Here With You,Bob Dylan,79,85,79,2
Raindrops Keep Fallin' On My Head,B.J. Thomas,80,86,80,2
Sunday Mornin' Comin' Down,Ray Stevens,81,81,81,3
Ballad Of Easy Rider,The Byrds,82,92,82,2
A Brand New Me,Dusty Springfield,83,,83,1
She's Got Love,Thomas & Richard Frost,84,84,84,3
Girls It Ain't Easy,The Honey Cone,85,,85,1
Just A Little Love,B.B. King,86,,86,3
Midnight Cowboy,Ferrante & Teicher,87,99,87,2
We Must Be In Love,Five Stairsteps & Cubie,88,88,88,3
One Woman,Johnny Rivers,89,95,89,3
Okie From Muskogee,Merle Haggard And The Strangers,90,91,90,2
Jingo,Santana,91,97,91,3
You Got To Pay The Price,Gloria Taylor,92,,92,1
The Ten Commandments Of Love,Little Anthony And The Imperials,93,,93,1
Kozmic Blues,Janis Joplin,94,,94,1
(I'm So) Afraid Of Losing You Again,Charley Pride,95,,95,1
Eleanor Rigby,Aretha Franklin,96,,96,1
That's How Heartaches Are Made,The Marvelettes,97,,97,1
Why Is The Wine Sweeter (On The Other Side),Eddie Floyd,98,98,98,2
Volunteers,Jefferson Airplane,99,,99,1
See Ruby Fall,Johnny Cash,100,,100,1
Wedding Bell Blues,The 5th Dimension,1,1,1,8
Come Together/Something,The Beatles,2,3,2,5
Something,The Beatles,3,9,3,5
And When I Die,"Blood, Sweat & Tears",4,8,4,5
Baby It's You,Smith,5,5,5,11
I Can't Get Next To You,The Temptations,6,4,1,14
Suspicious Minds,Elvis Presley,7,2,1,10
Smile A Little Smile For Me,The Flying Machine,8,10,8,7
"Sugar, Sugar",The Archies,9,6,1,17
Take A Letter Maria,R.B. Greaves,10,18,10,5
Na Na Hey Hey Kiss Him Goodbye,Steam,11,22,11,5
Hot Fun In The Summertime,Sly & The Family Stone,12,7,2,15
Tracy,The Cuff Links,13,12,9,10
Is That All There Is,Peggy Lee,14,11,11,8
Going In Circles,The Friends Of Distinction,15,15,15,14
Fortunate Son,Creedence Clearwater Revival,16,33,16,3
"Baby, I'm For Real",The Originals,17,17,17,8
Backfield In Motion,Mel And Tim,18,20,18,5
Ball Of Fire,Tommy James And The Shondells,19,19,19,7
Eli's Coming,Three Dog Night,20,23,20,4
Let A Man Come In And Do The Popcorn (Part One),James Brown,21,21,21,6
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,22,29,22,5
Leaving On A Jet Plane,"Peter, Paul & Mary",23,39,23,4
Cherry Hill Park,Billy Joe Royal,24,25,24,7
Try A Little Kindness,Glen Campbell,25,26,25,6
Reuben James,Kenny Rogers & The First Edition,26,30,26,8
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",27,28,27,7
You've Lost That Lovin' Feeling,Dionne Warwick,28,16,16,9
Undun,The Guess Who,29,37,29,5
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,30,38,30,4
Little Woman,Bobby Sherman,31,13,3,13
Holly Holy,Neil Diamond,32,44,32,3
Jean,Oliver,33,14,2,14
Someday We'll Be Together,Diana Ross & The Supremes,34,50,34,2
Walk On By,Isaac Hayes,35,31,30,12
"Mind, Body and Soul",The Flaming Ember,36,41,36,8
Friendship Train,Gladys Knight And The Pips,37,56,37,4
Jesus Is A Soul Man,Lawrence Reynolds,38,35,28,9
Make Your Own Kind Of Music,Mama Cass Elliot,39,43,39,5
Eleanor Rigby,Aretha Franklin,40,96,40,2
So Good Together,Andy Kim,41,36,36,8
These Eyes,Jr. Walker & The All Stars,42,49,42,4
"We Love You, Call Collect",Art Linkletter,43,54,43,3
I Guess The Lord Must Be In New York City,Nilsson,44,65,44,3
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,45,45,36,9
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,46,55,46,4
Heaven Knows,The Grass Roots,47,57,47,2
Echo Park,Keith Barbour,48,40,40,8
Groovy Grubworm,Harlow Wilcox and the Oakies,49,61,49,6
Time Machine,Grand Funk Railroad,50,48,48,8
Up On Cripple Creek,The Band,51,58,51,3
Midnight Cowboy,Ferrante & Teicher,52,87,52,3
Any Way That You Want Me,Evie Sands,53,53,53,14
The Sweeter He Is - Part I,The Soul Children,54,52,52,6
Tonight I'll Be Staying Here With You,Bob Dylan,55,79,55,3
Doin' Our Thing,Clarence Carter,56,46,46,8
Jealous Kind Of Fella,Garland Green,57,34,20,10
Turn On A Dream,The Box Tops,58,60,58,5
Evil Woman Don't Play Your Games With Me,CROW,59,67,59,4
Kool And The Gang,Kool & The Gang,60,59,59,10
Love Will Find A Way,Jackie DeShannon,61,70,61,3
Raindrops Keep Fallin' On My Head,B.J. Thomas,62,80,62,3
On The Dock Of The Bay,The Dells,63,71,63,3
I Can't Make It Alone,Lou Rawls,64,66,64,3
Say You Love Me,The Impressions,65,75,65,5
I'll Bet You,Funkadelic,66,63,63,7
A Brand New Me,Dusty Springfield,67,83,67,2
Jingo,Santana,68,91,68,4
Crumbs Off The Table,The Glass House,69,78,69,5
I Still Believe In Tomorrow,John & Anne Ryder,70,72,70,4
The Colour Of My Love,Jefferson,71,68,68,9
Shangri-La,The Lettermen,72,64,64,5
Midnight,Dennis Yost And The Classics IV,73,,73,1
Silver Threads And Golden Needles,The Cowsills,74,74,74,6
You Got To Pay The Price,Gloria Taylor,75,92,75,2
We'll Cry Together,Maxine Brown,76,73,73,8
Ballad Of Easy Rider,The Byrds,77,82,77,3
Girls It Ain't Easy,The Honey Cone,78,85,78,2
Julia,Ramsey Lewis,79,76,76,8
Just A Little Love,B.B. King,80,86,80,4
Cupid,Johnny Nash,81,,81,2
Get It From The Bottom,The Steelers,82,,82,1
She's Got Love,Thomas & Richard Frost,83,84,83,4
The Ten Commandments Of Love,Little Anthony And The Imperials,84,93,84,2
Okie From Muskogee,Merle Haggard And The Strangers,85,90,85,3
Cold Turkey,Plastic Ono Band,86,,86,1
See Ruby Fall,Johnny Cash,87,100,87,2
Jam Up Jelly Tight,Tommy Roe,88,,88,1
One Woman,Johnny Rivers,89,89,89,4
I Want You Back,Jackson 5,90,,90,1
Kozmic Blues,Janis Joplin,91,94,91,2
(I'm So) Afraid Of Losing You Again,Charley Pride,92,95,92,2
Volunteers,Jefferson Airplane,93,99,93,2
Get Rhythm,Johnny Cash,94,,94,1
Swingin' Tight,Bill Deal & The Rhondels,95,,95,1
She Belongs To Me,Rick Nelson,96,,96,5
Curly,Jimmy Clanton,97,,97,1
Don't Let Love Hang You Up,Jerry Butler,98,,98,1
One Tin Soldier,The Original Caste,99,,99,1
St. Louis,The Easybeats,100,,100,1
Wedding Bell Blues,The 5th Dimension,1,1,1,9
Take A Letter Maria,R.B. Greaves,2,10,2,6
Something,The Beatles,3,3,3,6
And When I Die,"Blood, Sweat & Tears",4,4,4,6
Smile A Little Smile For Me,The Flying Machine,5,8,5,8
Na Na Hey Hey Kiss Him Goodbye,Steam,6,11,6,6
Come Together/Something,The Beatles,7,2,2,6
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,8,22,8,6
Suspicious Minds,Elvis Presley,9,7,1,11
I Can't Get Next To You,The Temptations,10,6,1,15
Baby It's You,Smith,11,5,5,12
Leaving On A Jet Plane,"Peter, Paul & Mary",12,23,12,5
Backfield In Motion,Mel And Tim,13,18,13,6
Fortunate Son,Creedence Clearwater Revival,14,16,14,4
"Baby, I'm For Real",The Originals,15,17,15,9
"Sugar, Sugar",The Archies,16,9,1,18
Going In Circles,The Friends Of Distinction,17,15,15,15
Eli's Coming,Three Dog Night,18,20,18,5
Cherry Hill Park,Billy Joe Royal,19,24,19,8
Someday We'll Be Together,Diana Ross & The Supremes,20,34,20,3
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,21,30,21,5
Tracy,The Cuff Links,22,13,9,11
Is That All There Is,Peggy Lee,23,14,11,9
Try A Little Kindness,Glen Campbell,24,25,24,7
Hot Fun In The Summertime,Sly & The Family Stone,25,12,2,16
Reuben James,Kenny Rogers & The First Edition,26,26,26,9
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",27,27,27,8
Holly Holy,Neil Diamond,28,32,28,4
Undun,The Guess Who,29,29,29,6
You've Lost That Lovin' Feeling,Dionne Warwick,30,28,16,10
Ball Of Fire,Tommy James And The Shondells,31,19,19,8
Let A Man Come In And Do The Popcorn (Part One),James Brown,32,21,21,7
Eleanor Rigby,Aretha Franklin,33,40,33,3
Friendship Train,Gladys Knight And The Pips,34,37,34,5
"Mind, Body and Soul",The Flaming Ember,35,36,35,9
These Eyes,Jr. Walker & The All Stars,36,42,36,5
Raindrops Keep Fallin' On My Head,B.J. Thomas,37,62,37,4
Make Your Own Kind Of Music,Mama Cass Elliot,38,39,38,6
Groovy Grubworm,Harlow Wilcox and the Oakies,39,49,39,7
Heaven Knows,The Grass Roots,40,47,40,3
So Good Together,Andy Kim,41,41,36,9
"We Love You, Call Collect",Art Linkletter,42,43,42,4
I Guess The Lord Must Be In New York City,Nilsson,43,44,43,4
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,44,46,44,5
Evil Woman Don't Play Your Games With Me,CROW,45,59,45,5
Midnight Cowboy,Ferrante & Teicher,46,52,46,4
Up On Cripple Creek,The Band,47,51,47,4
Jesus Is A Soul Man,Lawrence Reynolds,48,38,28,10
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,49,45,36,10
A Brand New Me,Dusty Springfield,50,67,50,3
Love Will Find A Way,Jackie DeShannon,51,61,51,4
Time Machine,Grand Funk Railroad,52,50,48,9
On The Dock Of The Bay,The Dells,53,63,53,4
Tonight I'll Be Staying Here With You,Bob Dylan,54,55,54,4
Any Way That You Want Me,Evie Sands,55,53,53,15
You Got To Pay The Price,Gloria Taylor,56,75,56,3
Doin' Our Thing,Clarence Carter,57,56,46,9
Turn On A Dream,The Box Tops,58,58,58,6
Echo Park,Keith Barbour,59,48,40,9
Kool And The Gang,Kool & The Gang,60,60,59,11
Okie From Muskogee,Merle Haggard And The Strangers,61,85,61,4
Crumbs Off The Table,The Glass House,62,69,62,6
I Can't Make It Alone,Lou Rawls,63,64,63,4
Say You Love Me,The Impressions,64,65,64,6
Jingo,Santana,65,68,65,5
The Sweeter He Is - Part I,The Soul Children,66,54,52,7
I Want You Back,Jackson 5,67,90,67,2
