song,artist,this_week,last_week,peak_position,weeks_on_chart
Girls It Ain't Easy,The Honey Cone,68,78,68,3
Jam Up Jelly Tight,Tommy Roe,69,88,69,2
Midnight,Dennis Yost And The Classics IV,70,73,70,2
Ain't It Funky Now (Part 1),James Brown,71,,71,1
Get It From The Bottom,The Steelers,72,82,72,2
Cupid,Johnny Nash,73,81,73,3
Cold Turkey,Plastic Ono Band,74,86,74,2
See Ruby Fall,Johnny Cash,75,87,75,3
Just A Little Love,B.B. King,76,80,76,5
Early In The Morning,Vanity Fare,77,,77,1
Sunday Mornin',Oliver,78,,78,1
Get Rhythm,Johnny Cash,79,94,79,2
La La La (If I Had You),Bobby Sherman,80,,80,1
I Still Believe In Tomorrow,John & Anne Ryder,81,70,70,5
Silver Threads And Golden Needles,The Cowsills,82,74,74,7
Kozmic Blues,Janis Joplin,83,91,83,3
The Ten Commandments Of Love,Little Anthony And The Imperials,84,84,84,3
(I'm So) Afraid Of Losing You Again,Charley Pride,85,92,85,3
I'll Hold Out My Hand,The Clique,86,,86,1
Swingin' Tight,Bill Deal & The Rhondels,87,95,87,2
She Belongs To Me,Rick Nelson,88,96,88,6
Walkin' In The Rain,Jay & The Americans,89,,89,1
Don't Let Love Hang You Up,Jerry Butler,90,98,90,2
Whole Lotta Love,Led Zeppelin,91,,91,1
Ballad Of Easy Rider,The Byrds,92,77,77,4
Volunteers,Jefferson Airplane,93,93,93,3
Fancy,Bobbie Gentry,94,,94,1
It's A Funky Thing-Right On (Part 1),Herbie Mann,95,,95,1
One Tin Soldier,The Original Caste,96,99,96,2
Curly,Jimmy Clanton,97,97,97,2
Can't Take My Eyes Off You,Nancy Wilson,98,,98,1
Happy,Paul Anka,99,,99,1
Blistered/See Ruby Fall,Johnny Cash,100,,100,1
Come Together/Something,The Beatles,1,7,1,7
And When I Die,"Blood, Sweat & Tears",2,4,2,7
Wedding Bell Blues,The 5th Dimension,3,1,1,10
Take A Letter Maria,R.B. Greaves,4,2,2,7
Na Na Hey Hey Kiss Him Goodbye,Steam,5,6,5,7
Smile A Little Smile For Me,The Flying Machine,6,5,5,9
Leaving On A Jet Plane,"Peter, Paul & Mary",7,12,7,6
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,8,8,8,7
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,9,21,9,6
Eli's Coming,Three Dog Night,10,18,10,6
Someday We'll Be Together,Diana Ross & The Supremes,11,20,11,4
Baby It's You,Smith,12,11,5,13
Backfield In Motion,Mel And Tim,13,13,13,7
"Baby, I'm For Real",The Originals,14,15,14,10
Cherry Hill Park,Billy Joe Royal,15,19,15,9
Suspicious Minds,Elvis Presley,16,9,1,12
I Can't Get Next To You,The Temptations,17,10,1,16
Holly Holy,Neil Diamond,18,28,18,5
"Sugar, Sugar",The Archies,19,16,1,19
Going In Circles,The Friends Of Distinction,20,17,15,16
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",21,27,21,9
Undun,The Guess Who,22,29,22,7
Try A Little Kindness,Glen Campbell,23,24,23,8
Eleanor Rigby,Aretha Franklin,24,33,24,4
Raindrops Keep Fallin' On My Head,B.J. Thomas,25,37,25,5
"Mind, Body and Soul",The Flaming Ember,26,35,26,10
Tracy,The Cuff Links,27,22,9,12
Is That All There Is,Peggy Lee,28,23,11,10
Friendship Train,Gladys Knight And The Pips,29,34,29,6
These Eyes,Jr. Walker & The All Stars,30,36,30,6
Up On Cripple Creek,The Band,31,47,31,5
Heaven Knows,The Grass Roots,32,40,32,4
Reuben James,Kenny Rogers & The First Edition,33,26,26,10
I Guess The Lord Must Be In New York City,Nilsson,34,43,34,5
Groovy Grubworm,Harlow Wilcox and the Oakies,35,39,35,8
Make Your Own Kind Of Music,Mama Cass Elliot,36,38,36,7
Midnight Cowboy,Ferrante & Teicher,37,46,37,5
Evil Woman Don't Play Your Games With Me,CROW,38,45,38,6
Let A Man Come In And Do The Popcorn (Part One),James Brown,39,32,21,8
A Brand New Me,Dusty Springfield,40,50,40,4
Love Will Find A Way,Jackie DeShannon,41,51,41,5
On The Dock Of The Bay,The Dells,42,53,42,5
Jam Up Jelly Tight,Tommy Roe,43,69,43,3
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,44,44,44,6
Whole Lotta Love,Led Zeppelin,45,91,45,2
Kozmic Blues,Janis Joplin,46,83,46,4
Cold Turkey,Plastic Ono Band,47,74,47,3
"We Love You, Call Collect",Art Linkletter,48,42,42,5
Ain't It Funky Now (Part 1),James Brown,49,71,49,2
Tonight I'll Be Staying Here With You,Bob Dylan,50,54,50,5
I Want You Back,Jackson 5,51,67,51,3
Time Machine,Grand Funk Railroad,52,52,48,10
You Got To Pay The Price,Gloria Taylor,53,56,53,4
La La La (If I Had You),Bobby Sherman,54,80,54,2
Any Way That You Want Me,Evie Sands,55,55,53,16
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,56,49,36,11
Sunday Mornin',Oliver,57,78,57,2
Say You Love Me,The Impressions,58,64,58,7
Crumbs Off The Table,The Glass House,59,62,59,7
Jingo,Santana,60,65,60,6
Okie From Muskogee,Merle Haggard And The Strangers,61,61,61,5
Early In The Morning,Vanity Fare,62,77,62,2
Kool And The Gang,Kool & The Gang,63,60,59,12
Turn On A Dream,The Box Tops,64,58,58,7
Cupid,Johnny Nash,65,73,65,4
Ballad Of Easy Rider,The Byrds,66,92,66,5
Midnight,Dennis Yost And The Classics IV,67,70,67,3
Girls It Ain't Easy,The Honey Cone,68,68,68,4
Blistered/See Ruby Fall,Johnny Cash,69,100,69,2
Get It From The Bottom,The Steelers,70,72,70,3
Get Rhythm,Johnny Cash,71,79,71,3
I'll Hold Out My Hand,The Clique,72,86,72,2
Don't Cry Daddy/Rubberneckin',Elvis Presley,73,,73,1
Can't Take My Eyes Off You,Nancy Wilson,74,98,74,2
Fancy,Bobbie Gentry,75,94,75,2
Don't Let Love Hang You Up,Jerry Butler,76,90,76,3
What You Gave Me,Marvin Gaye & Tammi Terrell,77,,77,1
I Can't Make It Alone,Lou Rawls,78,63,63,5
She Belongs To Me,Rick Nelson,79,88,79,7
Walkin' In The Rain,Jay & The Americans,80,89,80,2
I'm Tired,Savoy Brown,81,,81,1
The Ten Commandments Of Love,Little Anthony And The Imperials,82,84,82,4
(I'm So) Afraid Of Losing You Again,Charley Pride,83,85,83,4
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,84,,84,1
Volunteers,Jefferson Airplane,85,93,85,4
Swingin' Tight,Bill Deal & The Rhondels,86,87,86,3
Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg,87,,87,1
One Tin Soldier,The Original Caste,88,96,88,3
Happy,Paul Anka,89,99,89,2
Jingle Jangle,The Archies,90,,90,1
Tonight I'll Say A Prayer,Eydie Gorme,91,,91,1
I Love You,Otis Leavill,92,,92,1
No One Better Than You,Petula Clark,93,,93,1
You Keep Me Hanging On,Wilson Pickett,94,,94,1
It's A Funky Thing-Right On (Part 1),Herbie Mann,95,95,95,2
(One Of These Days) Sunday's Gonna' Come On Tuesday,The New Establishment,96,,96,1
Feeling Alright,Mongo Santamaria,97,,97,1
Curly,Jimmy Clanton,98,97,97,3
Wichita Lineman,Sergio Mendes & Brasil '66,99,,99,1
Goin' Out Of My Head/Forget To Remember,Frank Sinatra,100,,100,1
Na Na Hey Hey Kiss Him Goodbye,Steam,1,5,1,8
Leaving On A Jet Plane,"Peter, Paul & Mary",2,7,2,7
Come Together/Something,The Beatles,3,1,1,8
Take A Letter Maria,R.B. Greaves,4,4,2,8
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,5,9,5,7
And When I Die,"Blood, Sweat & Tears",6,2,2,8
Wedding Bell Blues,The 5th Dimension,7,3,1,11
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,8,8,8,8
Someday We'll Be Together,Diana Ross & The Supremes,9,11,9,5
Eli's Coming,Three Dog Night,10,10,10,7
Backfield In Motion,Mel And Tim,11,13,11,8
Smile A Little Smile For Me,The Flying Machine,12,6,5,10
Raindrops Keep Fallin' On My Head,B.J. Thomas,13,25,13,6
"Baby, I'm For Real",The Originals,14,14,14,11
Cherry Hill Park,Billy Joe Royal,15,15,15,10
Holly Holy,Neil Diamond,16,18,16,6
Suspicious Minds,Elvis Presley,17,16,1,13
Baby It's You,Smith,18,12,5,14
Eleanor Rigby,Aretha Franklin,19,24,19,5
Going In Circles,The Friends Of Distinction,20,20,15,17
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",21,21,21,10
These Eyes,Jr. Walker & The All Stars,22,30,22,7
Friendship Train,Gladys Knight And The Pips,23,29,23,7
Midnight Cowboy,Ferrante & Teicher,24,37,24,6
Heaven Knows,The Grass Roots,25,32,25,5
"Mind, Body and Soul",The Flaming Ember,26,26,26,11
I Want You Back,Jackson 5,27,51,27,4
Whole Lotta Love,Led Zeppelin,28,45,28,3
Up On Cripple Creek,The Band,29,31,29,6
Undun,The Guess Who,30,22,22,8
I Can't Get Next To You,The Temptations,31,17,1,17
"Sugar, Sugar",The Archies,32,19,1,20
Groovy Grubworm,Harlow Wilcox and the Oakies,33,35,33,9
I Guess The Lord Must Be In New York City,Nilsson,34,34,34,6
A Brand New Me,Dusty Springfield,35,40,35,5
Evil Woman Don't Play Your Games With Me,CROW,36,38,36,7
Jam Up Jelly Tight,Tommy Roe,37,43,37,4
Try A Little Kindness,Glen Campbell,38,23,23,9
La La La (If I Had You),Bobby Sherman,39,54,39,3
Love Will Find A Way,Jackie DeShannon,40,41,40,6
Don't Cry Daddy/Rubberneckin',Elvis Presley,41,73,41,2
On The Dock Of The Bay,The Dells,42,42,42,6
Ain't It Funky Now (Part 1),James Brown,43,49,43,3
Cold Turkey,Plastic Ono Band,44,47,44,4
Reuben James,Kenny Rogers & The First Edition,45,33,26,11
Kozmic Blues,Janis Joplin,46,46,46,5
Sunday Mornin',Oliver,47,57,47,3
Early In The Morning,Vanity Fare,48,62,48,3
Make Your Own Kind Of Music,Mama Cass Elliot,49,36,36,8
Blistered/See Ruby Fall,Johnny Cash,50,69,50,3
I'll Hold Out My Hand,The Clique,51,72,51,3
You Got To Pay The Price,Gloria Taylor,52,53,52,5
Jingle Jangle,The Archies,53,90,53,2
Don't Let Love Hang You Up,Jerry Butler,54,76,54,4
"We Love You, Call Collect",Art Linkletter,55,48,42,6
Jingo,Santana,56,60,56,7
Okie From Muskogee,Merle Haggard And The Strangers,57,61,57,6
Cupid,Johnny Nash,58,65,58,5
Get It From The Bottom,The Steelers,59,70,59,4
Get Rhythm,Johnny Cash,60,71,60,4
Midnight,Dennis Yost And The Classics IV,61,67,61,4
Any Way That You Want Me,Evie Sands,62,55,53,17
Crumbs Off The Table,The Glass House,63,59,59,8
Can't Take My Eyes Off You,Nancy Wilson,64,74,64,3
Ballad Of Easy Rider,The Byrds,65,66,65,6
Time Machine,Grand Funk Railroad,66,52,48,11
Say You Love Me,The Impressions,67,58,58,8
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,68,44,44,7
Tonight I'll Be Staying Here With You,Bob Dylan,69,50,50,6
Fancy,Bobbie Gentry,70,75,70,3
Don't Let Him Take Your Love From Me,Four Tops,71,,71,1
Girls It Ain't Easy,The Honey Cone,72,68,68,5
What You Gave Me,Marvin Gaye & Tammi Terrell,73,77,73,2
(I'm So) Afraid Of Losing You Again,Charley Pride,74,83,74,5
She Belongs To Me,Rick Nelson,75,79,75,8
One Tin Soldier,The Original Caste,76,88,76,4
Volunteers,Jefferson Airplane,77,85,77,5
I Can't Make It Alone,Lou Rawls,78,78,63,6
Walkin' In The Rain,Jay & The Americans,79,80,79,3
I'm Tired,Savoy Brown,80,81,80,2
"Wonderful World, Beautiful People",Jimmy Cliff,81,,81,1
Goin' Out Of My Head/Forget To Remember,Frank Sinatra,82,100,82,2
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,83,84,83,2
Winter World Of Love,Engelbert Humperdinck,84,,84,1
Swingin' Tight,Bill Deal & The Rhondels,85,86,85,4
Happy,Paul Anka,86,89,86,3
Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg,87,87,87,2
I Love You,Otis Leavill,88,92,88,2
Tonight I'll Say A Prayer,Eydie Gorme,89,91,89,2
Lady-O,The Turtles,90,,90,1
Look-Ka Py Py,The Meters,91,,91,1
(One Of These Days) Sunday's Gonna' Come On Tuesday,The New Establishment,92,96,92,2
You Keep Me Hanging On,Wilson Pickett,93,94,93,2
She Came In Through The Bathroom Window,Joe Cocker,94,,94,1
Wichita Lineman,Sergio Mendes & Brasil '66,95,99,95,2
Feeling Alright,Mongo Santamaria,96,97,96,2
Arizona,Mark Lindsay,97,,97,1
Let's Work Together (Part 1),Wilbert Harrison,98,,98,1
I Started Loving You Again,Al Martino,99,,99,1
Camel Back,A.B. Skhy,100,,100,1
Na Na Hey Hey Kiss Him Goodbye,Steam,1,1,1,9
Leaving On A Jet Plane,"Peter, Paul & Mary",2,2,2,8
Someday We'll Be Together,Diana Ross & The Supremes,3,9,3,6
Come Together/Something,The Beatles,4,3,1,9
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,5,5,5,8
Take A Letter Maria,R.B. Greaves,6,4,2,9
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,7,8,7,9
And When I Die,"Blood, Sweat & Tears",8,6,2,9
Raindrops Keep Fallin' On My Head,B.J. Thomas,9,13,9,7
Backfield In Motion,Mel And Tim,10,11,10,9
Eli's Coming,Three Dog Night,11,10,10,8
Wedding Bell Blues,The 5th Dimension,12,7,1,12
Holly Holy,Neil Diamond,13,16,13,7
Smile A Little Smile For Me,The Flying Machine,14,12,5,11
"Baby, I'm For Real",The Originals,15,14,14,12
Cherry Hill Park,Billy Joe Royal,16,15,15,11
Eleanor Rigby,Aretha Franklin,17,19,17,6
Friendship Train,Gladys Knight And The Pips,18,23,18,8
I Want You Back,Jackson 5,19,27,19,5
These Eyes,Jr. Walker & The All Stars,20,22,20,8
Whole Lotta Love,Led Zeppelin,21,28,21,4
Midnight Cowboy,Ferrante & Teicher,22,24,22,7
Going In Circles,The Friends Of Distinction,23,20,15,18
Heaven Knows,The Grass Roots,24,25,24,6
A Brand New Me,Dusty Springfield,25,35,25,6
Baby It's You,Smith,26,18,5,15
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",27,21,21,11
Suspicious Minds,Elvis Presley,28,17,1,14
Up On Cripple Creek,The Band,29,29,29,7
Groovy Grubworm,Harlow Wilcox and the Oakies,30,33,30,10
Jam Up Jelly Tight,Tommy Roe,31,37,31,5
"Sugar, Sugar",The Archies,32,32,1,21
Undun,The Guess Who,33,30,22,9
La La La (If I Had You),Bobby Sherman,34,39,34,4
Evil Woman Don't Play Your Games With Me,CROW,35,36,35,8
Don't Cry Daddy/Rubberneckin',Elvis Presley,36,41,36,3
"Mind, Body and Soul",The Flaming Ember,37,26,26,12
Try A Little Kindness,Glen Campbell,38,38,23,10
Cold Turkey,Plastic Ono Band,39,44,39,5
Ain't It Funky Now (Part 1),James Brown,40,43,40,4
Sunday Mornin',Oliver,41,47,41,4
Early In The Morning,Vanity Fare,42,48,42,4
Kozmic Blues,Janis Joplin,43,46,43,6
On The Dock Of The Bay,The Dells,44,42,42,7
I'll Hold Out My Hand,The Clique,45,51,45,4
Reuben James,Kenny Rogers & The First Edition,46,45,26,12
Okie From Muskogee,Merle Haggard And The Strangers,47,57,47,7
Jingle Jangle,The Archies,48,53,48,3
You Got To Pay The Price,Gloria Taylor,49,52,49,6
Blistered/See Ruby Fall,Johnny Cash,50,50,50,4
Don't Let Love Hang You Up,Jerry Butler,51,54,51,5
Cupid,Johnny Nash,52,58,52,6
Don't Let Him Take Your Love From Me,Four Tops,53,71,53,2
What You Gave Me,Marvin Gaye & Tammi Terrell,54,73,54,3
Can't Take My Eyes Off You,Nancy Wilson,55,64,55,4
Get It From The Bottom,The Steelers,56,59,56,5
Make Your Own Kind Of Music,Mama Cass Elliot,57,49,36,9
I Guess The Lord Must Be In New York City,Nilsson,58,34,34,7
Love Will Find A Way,Jackie DeShannon,59,40,40,7
"Wonderful World, Beautiful People",Jimmy Cliff,60,81,60,2
Midnight,Dennis Yost And The Classics IV,61,61,61,5
Fancy,Bobbie Gentry,62,70,62,4
Crumbs Off The Table,The Glass House,63,63,59,9
She Belongs To Me,Rick Nelson,64,75,64,9
She,Tommy James And The Shondells,65,,65,1
Jingo,Santana,66,56,56,8
Say You Love Me,The Impressions,67,67,58,9
Get Rhythm,Johnny Cash,68,60,60,5
Tonight I'll Be Staying Here With You,Bob Dylan,69,69,50,7
One Tin Soldier,The Original Caste,70,76,70,5
Winter World Of Love,Engelbert Humperdinck,71,84,71,2
Girls It Ain't Easy,The Honey Cone,72,72,68,6
Volunteers,Jefferson Airplane,73,77,73,6
Walkin' In The Rain,Jay & The Americans,74,79,74,4
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,75,83,75,3
Point It Out,Smokey Robinson & The Miracles,76,,76,1
Venus,The Shocking Blue,77,,77,1
I'm Tired,Savoy Brown,78,80,78,3
I Love You,Otis Leavill,79,88,79,3
Let's Work Together (Part 1),Wilbert Harrison,80,98,80,2
She Lets Her Hair Down (Early In The Morning),The Tokens,81,,81,1
Goin' Out Of My Head/Forget To Remember,Frank Sinatra,82,82,82,3
She Came In Through The Bathroom Window,Joe Cocker,83,94,83,2
I Can't Make It Alone,Lou Rawls,84,78,63,7
Swingin' Tight,Bill Deal & The Rhondels,85,85,85,5
(I'm So) Afraid Of Losing You Again,Charley Pride,86,74,74,6
Lady-O,The Turtles,87,90,87,2
Tonight I'll Say A Prayer,Eydie Gorme,88,89,88,3
Arizona,Mark Lindsay,89,97,89,2
When Julie Comes Around,The Cuff Links,90,,90,1
Look-Ka Py Py,The Meters,91,91,91,2
You Keep Me Hanging On,Wilson Pickett,92,93,92,3
"To Be Young, Gifted And Black",Nina Simone,93,,93,1
Is It Because I'm Black,Syl Johnson,94,,94,1
Land Of 1000 Dances,The Electric Indian,95,,95,1
Six White Horses,Tommy Cash,96,,96,1
She Lets Her Hair Down (Early In The Morning),Gene Pitney,97,,97,1
Alice's Rock & Roll Restaurant,Arlo Guthrie,98,,98,1
How I Miss You Baby,Bobby Womack,99,,99,1
Big In Vegas,Buck Owens and The Buckaroos,100,,100,1
Leaving On A Jet Plane,"Peter, Paul & Mary",1,2,1,9
Someday We'll Be Together,Diana Ross & The Supremes,2,3,2,7
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,3,5,3,9
Na Na Hey Hey Kiss Him Goodbye,Steam,4,1,1,10
Raindrops Keep Fallin' On My Head,B.J. Thomas,5,9,5,8
Come Together/Something,The Beatles,6,4,1,10
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,7,7,7,10
Take A Letter Maria,R.B. Greaves,8,6,2,10
Holly Holy,Neil Diamond,9,13,9,8
And When I Die,"Blood, Sweat & Tears",10,8,2,10
Eli's Coming,Three Dog Night,11,11,10,9
Whole Lotta Love,Led Zeppelin,12,21,12,5
Backfield In Motion,Mel And Tim,13,10,10,10
La La La (If I Had You),Bobby Sherman,14,34,14,5
Midnight Cowboy,Ferrante & Teicher,15,22,15,8
Cherry Hill Park,Billy Joe Royal,16,16,15,12
I Want You Back,Jackson 5,17,19,17,6
Friendship Train,Gladys Knight And The Pips,18,18,18,9
Wedding Bell Blues,The 5th Dimension,19,12,1,13
These Eyes,Jr. Walker & The All Stars,20,20,20,9
Smile A Little Smile For Me,The Flying Machine,21,14,5,12
"Baby, I'm For Real",The Originals,22,15,14,13
Jam Up Jelly Tight,Tommy Roe,23,31,23,6
A Brand New Me,Dusty Springfield,24,25,24,7
Don't Cry Daddy/Rubberneckin',Elvis Presley,25,36,25,4
Up On Cripple Creek,The Band,26,29,26,8
Heaven Knows,The Grass Roots,27,24,24,7
Evil Woman Don't Play Your Games With Me,CROW,28,35,28,9
Eleanor Rigby,Aretha Franklin,29,17,17,7
Going In Circles,The Friends Of Distinction,30,23,15,19
Venus,The Shocking Blue,31,77,31,2
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",32,27,21,12
Groovy Grubworm,Harlow Wilcox and the Oakies,33,30,30,11
Jingle Jangle,The Archies,34,48,34,4
Cold Turkey,Plastic Ono Band,35,39,35,6
Ain't It Funky Now (Part 1),James Brown,36,40,36,5
Early In The Morning,Vanity Fare,37,42,37,5
Sunday Mornin',Oliver,38,41,38,5
"Mind, Body and Soul",The Flaming Ember,39,37,26,13
She,Tommy James And The Shondells,40,65,40,2
Kozmic Blues,Janis Joplin,41,43,41,7
Okie From Muskogee,Merle Haggard And The Strangers,42,47,42,8
Cupid,Johnny Nash,43,52,43,7
Don't Let Love Hang You Up,Jerry Butler,44,51,44,6
I'll Hold Out My Hand,The Clique,45,45,45,5
Don't Let Him Take Your Love From Me,Four Tops,46,53,46,3
"Wonderful World, Beautiful People",Jimmy Cliff,47,60,47,3
Winter World Of Love,Engelbert Humperdinck,48,71,48,3
You Got To Pay The Price,Gloria Taylor,49,49,49,7
What You Gave Me,Marvin Gaye & Tammi Terrell,50,54,50,4
On The Dock Of The Bay,The Dells,51,44,42,8
Blistered/See Ruby Fall,Johnny Cash,52,50,50,5
"Sugar, Sugar",The Archies,53,32,1,22
Fancy,Bobbie Gentry,54,62,54,5
Can't Take My Eyes Off You,Nancy Wilson,55,55,55,5
She Belongs To Me,Rick Nelson,56,64,56,10
Suspicious Minds,Elvis Presley,57,28,1,15
Midnight,Dennis Yost And The Classics IV,58,61,58,6
Try A Little Kindness,Glen Campbell,59,38,23,11
She Came In Through The Bathroom Window,Joe Cocker,60,83,60,3
Undun,The Guess Who,61,33,22,10
Love Will Find A Way,Jackie DeShannon,62,59,40,8
One Tin Soldier,The Original Caste,63,70,63,6
Point It Out,Smokey Robinson & The Miracles,64,76,64,2
Volunteers,Jefferson Airplane,65,73,65,7
Arizona,Mark Lindsay,66,89,66,3
Get It From The Bottom,The Steelers,67,56,56,6
Let's Work Together (Part 1),Wilbert Harrison,68,80,68,3
Walkin' In The Rain,Jay & The Americans,69,74,69,5
Get Rhythm,Johnny Cash,70,68,60,6
When Julie Comes Around,The Cuff Links,71,90,71,2
Let A Man Come In And Do The Popcorn (Part Two),James Brown,72,,72,1
Baby Take Me In Your Arms,Jefferson,73,,73,1
I'm Tired,Savoy Brown,74,78,74,4
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,75,75,75,4
I Love You,Otis Leavill,76,79,76,4
She Lets Her Hair Down (Early In The Morning),The Tokens,77,81,77,2
Lady-O,The Turtles,78,87,78,3
Goin' Out Of My Head/Forget To Remember,Frank Sinatra,79,82,79,4
I'm So Glad I Fell For You,David Ruffin,80,,80,1
No Time,The Guess Who,81,,81,1
Look-Ka Py Py,The Meters,82,91,82,3
Are You Getting Any Sunshine?,Lou Christie,83,,83,1
Come Saturday Morning,The Sandpipers,84,,84,1
Tonight I'll Say A Prayer,Eydie Gorme,85,88,85,4
Six White Horses,Tommy Cash,86,96,86,2
Together,The Illusion,87,,87,1
Groovin' (Out On Life),The Newbeats,88,,88,1
I'm Gonna Love You,The Intrigues,89,,89,1
"To Be Young, Gifted And Black",Nina Simone,90,93,90,2
Voodoo Woman,Simon Stokes/Nighthawks,91,,91,1
Bold Soul Sister,Ike & Tina Turner,92,,92,1
How I Miss You Baby,Bobby Womack,93,99,93,2
Is It Because I'm Black,Syl Johnson,94,94,94,2
Love Bones,Johnnie Taylor,95,,95,1
It's Been A Long Time,Betty Everett,96,,96,1
Alice's Rock & Roll Restaurant,Arlo Guthrie,97,98,97,2
Mr. Limousine Driver,Grand Funk Railroad,98,,98,1
Too Many Cooks (Spoil The Soup),100 Proof Aged in Soul,99,,99,1
"He Ain't Heavy, He's My Brother",The Hollies,100,,100,1
Someday We'll Be Together,Diana Ross & The Supremes,1,2,1,8
Leaving On A Jet Plane,"Peter, Paul & Mary",2,1,1,10
Raindrops Keep Fallin' On My Head,B.J. Thomas,3,5,3,9
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,4,3,3,10
Na Na Hey Hey Kiss Him Goodbye,Steam,5,4,1,11
Holly Holy,Neil Diamond,6,9,6,9
