song,artist,this_week,last_week,peak_position,weeks_on_chart
Girls Need Love,Summer Walker X Drake,64,64,37,17
Some Of It,Eric Church,65,74,65,4
All To Myself,Dan + Shay,66,71,66,7
Shotta Flow,NLE Choppa,67,81,67,9
Callaita,Bad Bunny & Tainy,68,69,68,2
Rearview Town,Jason Aldean,69,68,68,4
Miss Me More,Kelsea Ballerini,70,56,47,20
Love Someone,Brett Eldredge,71,52,52,9
Before I Let Go,Beyonce,72,73,65,9
Talk You Out Of It,Florida Georgia Line,73,78,73,18
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,74,70,19,5
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",75,,75,1
Eyes On You,Chase Rice,76,72,38,18
Soltera,"Lunay, Daddy Yankee & Bad Bunny",77,77,73,6
Sanguine Paradise,Lil Uzi Vert,78,76,28,10
Here With Me,Marshmello Featuring CHVRCHES,79,75,31,15
Sanctuary,Joji,80,,80,1
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",81,100,81,2
Call You Mine,The Chainsmokers & Bebe Rexha,82,84,67,3
Raised On Country,Chris Young,83,90,83,3
Trampoline,SHAED,84,89,84,3
Love Ain't,Eli Young Band,85,80,50,10
Ocean Eyes,Billie Eilish,86,85,84,17
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",87,94,87,4
Calma,Pedro Capo X Farruko,88,82,71,14
Wake Up,Travis Scott,89,,30,3
La La Land,Bryce Vine Featuring YG,90,95,90,3
Only Human,Jonas Brothers,91,93,91,2
Rescue Me,Marshmello Featuring A Day To Remember,92,,92,1
Big Ole Freak,Megan Thee Stallion,93,86,65,11
Te Robare,Nicky Jam X Ozuna,94,91,91,6
Tap,NAV Featuring Meek Mill,95,,89,2
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,96,97,69,8
It's You,Ali Gatie,97,,97,1
Robbery,Juice WRLD,98,96,27,18
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,99,,26,11
The Ones That Didn't Make It Back Home,Justin Moore,100,,100,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,17
Senorita,Shawn Mendes & Camila Cabello,2,,2,1
Bad Guy,Billie Eilish,3,3,2,13
Talk,Khalid,4,4,3,20
I Don't Care,Ed Sheeran & Justin Bieber,5,5,2,7
Sucker,Jonas Brothers,6,6,1,17
Suge,DaBaby,7,9,7,13
Money In The Grave,Drake Featuring Rick Ross,8,7,7,2
No Guidance,Chris Brown Featuring Drake,9,10,9,3
Wow.,Post Malone,10,8,2,27
Truth Hurts,Lizzo,11,14,11,8
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,12,11,1,36
You Need To Calm Down,Taylor Swift,13,2,2,2
If I Can't Have You,Shawn Mendes,14,13,2,8
Dancing With A Stranger,Sam Smith & Normani,15,12,7,24
Panini,Lil Nas X,16,,16,1
Without Me,Halsey,17,16,1,38
God's Country,Blake Shelton,18,21,18,13
Pop Out,Polo G Featuring Lil Tjay,19,18,11,14
MEGATRON,Nicki Minaj,20,,20,1
Sweet But Psycho,Ava Max,21,17,10,28
Rodeo,Lil Nas X & Cardi B Or Nas,22,,22,1
7 Rings,Ariana Grande,23,19,1,23
"Hey Look Ma, I Made It",Panic! At The Disco,24,24,24,11
Happier,Marshmello & Bastille,25,20,2,45
Rumor,Lee Brice,26,25,25,16
Never Really Over,Katy Perry,27,29,15,4
Whiskey Glasses,Morgan Wallen,28,22,17,17
The Git Up,Blanco Brown,29,51,29,3
The London,"Young Thug, J. Cole & Travis Scott",30,26,12,5
ME!,Taylor Swift Featuring Brendon Urie,31,15,2,10
High Hopes,Panic! At The Disco,32,23,4,47
Beer Never Broke My Heart,Luke Combs,33,28,22,8
Act Up,City Girls,34,32,26,17
Eastside,"benny blanco, Halsey & Khalid",35,31,9,50
Middle Child,J. Cole,36,30,4,23
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,37,27,22,21
Pure Water,Mustard & Migos,38,33,23,22
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,39,46,34,5
Going Bad,Meek Mill Featuring Drake,40,34,6,30
Better,Khalid,41,38,8,41
Shallow,Lady Gaga & Bradley Cooper,42,39,1,39
Press,Cardi B,43,60,16,4
Speechless,Dan + Shay,44,43,24,27
Sicko Mode,Travis Scott,45,42,1,47
EARFQUAKE,"Tyler, The Creator",46,36,13,6
Look Back At It,A Boogie Wit da Hoodie,47,40,27,29
Shotta Flow,NLE Choppa,48,67,48,10
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,49,41,2,20
Nightmare,Halsey,50,44,15,6
Ran$om,Lil Tecca,51,52,51,4
Go Loko,"YG, Tyga & Jon Z",52,49,49,8
Someone You Loved,Lewis Capaldi,53,54,53,7
Look What God Gave Her,Thomas Rhett,54,37,32,17
Cool,Jonas Brothers,55,50,27,12
Clout,Offset Featuring Cardi B,56,58,39,12
One Thing Right,Marshmello & Kane Brown,57,,57,1
Good As You,Kane Brown,58,48,36,18
Worth It,YK Osiris,59,56,52,19
Just Us,DJ Khaled Featuring SZA,60,53,43,6
Knockin' Boots,Luke Bryan,61,59,59,9
Walk Me Home,P!nk,62,55,49,17
GIRL,Maren Morris,63,61,59,17
Easier,5 Seconds Of Summer,64,62,48,5
Please Me,Cardi B & Bruno Mars,65,57,3,19
Some Of It,Eric Church,66,65,65,5
All To Myself,Dan + Shay,67,66,66,8
Callaita,Bad Bunny & Tainy,68,68,68,3
24/7,Meek Mill Featuring Ella Mai,69,63,54,12
It's You,Ali Gatie,70,97,70,2
Rearview Town,Jason Aldean,71,69,68,5
Out The Mud,Lil Baby Featuring Future,72,,72,1
Call You Mine,The Chainsmokers & Bebe Rexha,73,82,67,4
Girls Need Love,Summer Walker X Drake,74,64,37,18
Soltera,"Lunay, Daddy Yankee & Bad Bunny",75,77,73,7
Talk You Out Of It,Florida Georgia Line,76,73,73,19
Trampoline,SHAED,77,84,77,4
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",78,87,78,5
Before I Let Go,Beyonce,79,72,65,10
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,80,74,19,6
Raised On Country,Chris Young,81,83,81,4
Wake Up,Travis Scott,82,89,30,4
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",83,81,81,3
Eyes On You,Chase Rice,84,76,38,19
La La Land,Bryce Vine Featuring YG,85,90,85,4
Ocean Eyes,Billie Eilish,86,86,84,18
Here With Me,Marshmello Featuring CHVRCHES,87,79,31,16
Love Someone,Brett Eldredge,88,71,52,10
Sanguine Paradise,Lil Uzi Vert,89,78,28,11
Love Ain't,Eli Young Band,90,85,50,11
Calma,Pedro Capo X Farruko,91,88,71,15
Only Human,Jonas Brothers,92,91,91,3
The Ones That Didn't Make It Back Home,Justin Moore,93,100,93,2
Big Ole Freak,Megan Thee Stallion,94,93,65,12
Tap,NAV Featuring Meek Mill,95,95,89,3
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",96,,44,4
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,97,96,69,9
Cash Shit,Megan Thee Stallion Featuring DaBaby,98,,98,1
Omerta,Drake,99,35,35,2
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,100,,100,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,18
Bad Guy,Billie Eilish,2,3,2,14
Talk,Khalid,3,4,3,21
I Don't Care,Ed Sheeran & Justin Bieber,4,5,2,8
Senorita,Shawn Mendes & Camila Cabello,5,2,2,2
Truth Hurts,Lizzo,6,11,6,9
Sucker,Jonas Brothers,7,6,1,18
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,8,12,1,37
No Guidance,Chris Brown Featuring Drake,9,9,9,4
Suge,DaBaby,10,7,7,14
Money In The Grave,Drake Featuring Rick Ross,11,8,7,3
Wow.,Post Malone,12,10,2,28
You Need To Calm Down,Taylor Swift,13,13,2,3
If I Can't Have You,Shawn Mendes,14,14,2,9
Dancing With A Stranger,Sam Smith & Normani,15,15,7,25
The Git Up,Blanco Brown,16,29,16,4
God's Country,Blake Shelton,17,18,17,14
"Hey Look Ma, I Made It",Panic! At The Disco,18,24,18,12
Without Me,Halsey,19,17,1,39
Pop Out,Polo G Featuring Lil Tjay,20,19,11,15
Sweet But Psycho,Ava Max,21,21,10,29
Panini,Lil Nas X,22,16,16,2
7 Rings,Ariana Grande,23,23,1,24
Beer Never Broke My Heart,Luke Combs,24,33,22,9
Happier,Marshmello & Bastille,25,25,2,46
Beautiful People,Ed Sheeran Featuring Khalid,26,,26,1
Whiskey Glasses,Morgan Wallen,27,28,17,18
Never Really Over,Katy Perry,28,27,15,5
Pure Water,Mustard & Migos,29,38,23,23
Act Up,City Girls,30,34,26,18
The London,"Young Thug, J. Cole & Travis Scott",31,30,12,6
Rumor,Lee Brice,32,26,25,17
High Hopes,Panic! At The Disco,33,32,4,48
Speechless,Dan + Shay,34,44,24,28
Ran$om,Lil Tecca,35,51,35,5
Eastside,"benny blanco, Halsey & Khalid",36,35,9,51
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,37,39,34,6
Rodeo,Lil Nas X & Cardi B Or Nas,38,22,22,2
ME!,Taylor Swift Featuring Brendon Urie,39,31,2,11
Going Bad,Meek Mill Featuring Drake,40,40,6,31
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,41,37,22,22
Press,Cardi B,42,43,16,5
Middle Child,J. Cole,43,36,4,24
Sicko Mode,Travis Scott,44,45,1,48
Shotta Flow,NLE Choppa,45,48,45,11
Someone You Loved,Lewis Capaldi,46,53,46,8
Better,Khalid,47,41,8,42
Look Back At It,A Boogie Wit da Hoodie,48,47,27,30
Shallow,Lady Gaga & Bradley Cooper,49,42,1,40
Knockin' Boots,Luke Bryan,50,61,50,10
Look What God Gave Her,Thomas Rhett,51,54,32,18
EARFQUAKE,"Tyler, The Creator",52,46,13,7
Go Loko,"YG, Tyga & Jon Z",53,52,49,9
Nightmare,Halsey,54,50,15,7
Some Of It,Eric Church,55,66,55,6
Clout,Offset Featuring Cardi B,56,56,39,13
Cool,Jonas Brothers,57,55,27,13
Just Us,DJ Khaled Featuring SZA,58,60,43,7
All To Myself,Dan + Shay,59,67,59,9
Worth It,YK Osiris,60,59,52,20
GIRL,Maren Morris,61,63,59,18
Good As You,Kane Brown,62,58,36,19
Higher Love,Kygo X Whitney Houston,63,,63,1
Walk Me Home,P!nk,64,62,49,18
Que Pretendes,J Balvin & Bad Bunny,65,,65,1
Easier,5 Seconds Of Summer,66,64,48,6
Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,67,,67,1
Rearview Town,Jason Aldean,68,71,68,6
Callaita,Bad Bunny & Tainy,69,68,68,4
Out The Mud,Lil Baby Featuring Future,70,72,70,2
Homicide,Logic Featuring Eminem,71,,5,6
Please Me,Cardi B & Bruno Mars,72,65,3,20
It's You,Ali Gatie,73,70,70,3
Call You Mine,The Chainsmokers & Bebe Rexha,74,73,67,5
Talk You Out Of It,Florida Georgia Line,75,76,73,20
One Thing Right,Marshmello & Kane Brown,76,57,57,2
Soltera,"Lunay, Daddy Yankee & Bad Bunny",77,75,73,8
When I Grow Up,NF,78,,78,1
Raised On Country,Chris Young,79,81,79,5
Before I Let Go,Beyonce,80,79,65,11
My Type,Saweetie,81,,81,1
24/7,Meek Mill Featuring Ella Mai,82,69,54,13
Mother's Daughter,Miley Cyrus,83,,54,2
Lalala,Y2K & bbno$,84,,84,1
La La Land,Bryce Vine Featuring YG,85,85,85,5
Cash Shit,Megan Thee Stallion Featuring DaBaby,86,98,86,2
Calma,Pedro Capo X Farruko,87,91,71,16
Eyes On You,Chase Rice,88,84,38,20
Trampoline,SHAED,89,77,77,5
Girls Need Love,Summer Walker X Drake,90,74,37,19
Love Ain't,Eli Young Band,91,90,50,12
MEGATRON,Nicki Minaj,92,20,20,2
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",93,83,81,4
Wake Up,Travis Scott,94,82,30,5
The Ones That Didn't Make It Back Home,Justin Moore,95,93,93,3
Sanguine Paradise,Lil Uzi Vert,96,89,28,12
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,97,80,19,7
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",98,78,78,6
Tap,NAV Featuring Meek Mill,99,95,89,4
Ocean Eyes,Billie Eilish,100,86,84,19
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,19
Bad Guy,Billie Eilish,2,2,2,15
Goodbyes,Post Malone Featuring Young Thug,3,,3,1
Talk,Khalid,4,3,3,22
Senorita,Shawn Mendes & Camila Cabello,5,5,2,3
I Don't Care,Ed Sheeran & Justin Bieber,6,4,2,9
Truth Hurts,Lizzo,7,6,6,10
Sucker,Jonas Brothers,8,7,1,19
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,8,1,38
Suge,DaBaby,10,10,7,15
Money In The Grave,Drake Featuring Rick Ross,11,11,7,4
No Guidance,Chris Brown Featuring Drake,12,9,9,5
Wow.,Post Malone,13,12,2,29
If I Can't Have You,Shawn Mendes,14,14,2,10
Dancing With A Stranger,Sam Smith & Normani,15,15,7,26
You Need To Calm Down,Taylor Swift,16,13,2,4
God's Country,Blake Shelton,17,17,17,15
"Hey Look Ma, I Made It",Panic! At The Disco,18,18,18,13
The Git Up,Blanco Brown,19,16,16,5
Without Me,Halsey,20,19,1,40
Pop Out,Polo G Featuring Lil Tjay,21,20,11,16
Happier,Marshmello & Bastille,22,25,2,47
Beer Never Broke My Heart,Luke Combs,23,24,22,10
7 Rings,Ariana Grande,24,23,1,25
Sweet But Psycho,Ava Max,25,21,10,30
Ran$om,Lil Tecca,26,35,26,6
Panini,Lil Nas X,27,22,16,3
Whiskey Glasses,Morgan Wallen,28,27,17,19
The London,"Young Thug, J. Cole & Travis Scott",29,31,12,7
Act Up,City Girls,30,30,26,19
Never Really Over,Katy Perry,31,28,15,6
Middle Child,J. Cole,32,43,4,25
High Hopes,Panic! At The Disco,33,33,4,49
Speechless,Dan + Shay,34,34,24,29
Rumor,Lee Brice,35,32,25,18
Someone You Loved,Lewis Capaldi,36,46,36,9
Eastside,"benny blanco, Halsey & Khalid",37,36,9,52
Shotta Flow,NLE Choppa,38,45,38,12
Pure Water,Mustard & Migos,39,29,23,24
Beautiful People,Ed Sheeran Featuring Khalid,40,26,26,2
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,41,37,34,7
Going Bad,Meek Mill Featuring Drake,42,40,6,32
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,43,41,22,23
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",44,,44,1
Shallow,Lady Gaga & Bradley Cooper,45,49,1,41
Look Back At It,A Boogie Wit da Hoodie,46,48,27,31
Better,Khalid,47,47,8,43
Knockin' Boots,Luke Bryan,48,50,48,11
Some Of It,Eric Church,49,55,49,7
Sicko Mode,Travis Scott,50,44,1,49
Rodeo,Lil Nas X & Cardi B Or Nas,51,38,22,3
ME!,Taylor Swift Featuring Brendon Urie,52,39,2,12
Go Loko,"YG, Tyga & Jon Z",53,53,49,10
Nightmare,Halsey,54,54,15,8
EARFQUAKE,"Tyler, The Creator",55,52,13,8
Just Us,DJ Khaled Featuring SZA,56,58,43,8
All To Myself,Dan + Shay,57,59,57,10
Press,Cardi B,58,42,16,6
GIRL,Maren Morris,59,61,59,19
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,60,,60,1
Worth It,YK Osiris,61,60,52,21
Clout,Offset Featuring Cardi B,62,56,39,14
Cool,Jonas Brothers,63,57,27,14
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",64,,64,2
Look What God Gave Her,Thomas Rhett,65,51,32,19
Easier,5 Seconds Of Summer,66,66,48,7
My Type,Saweetie,67,81,67,2
Lalala,Y2K & bbno$,68,84,68,2
Rearview Town,Jason Aldean,69,68,68,7
Walk Me Home,P!nk,70,64,49,19
Good As You,Kane Brown,71,62,36,20
Call You Mine,The Chainsmokers & Bebe Rexha,72,74,67,6
Callaita,Bad Bunny & Tainy,73,69,68,5
Cash Shit,Megan Thee Stallion Featuring DaBaby,74,86,74,3
Costa Rica,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",75,,75,1
It's You,Ali Gatie,76,73,70,4
Talk You Out Of It,Florida Georgia Line,77,75,73,21
Trampoline,SHAED,78,89,77,6
One Thing Right,Marshmello & Kane Brown,79,76,57,3
Raised On Country,Chris Young,80,79,79,6
La La Land,Bryce Vine Featuring YG,81,85,81,6
Soltera,"Lunay, Daddy Yankee & Bad Bunny",82,77,73,9
24/7,Meek Mill Featuring Ella Mai,83,82,54,14
The Ones That Didn't Make It Back Home,Justin Moore,84,95,84,4
Out The Mud,Lil Baby Featuring Future,85,70,70,3
Calma,Pedro Capo X Farruko,86,87,71,17
Before I Let Go,Beyonce,87,80,65,12
Love Ain't,Eli Young Band,88,91,50,13
Sanguine Paradise,Lil Uzi Vert,89,96,28,13
Girls Need Love,Summer Walker X Drake,90,90,37,20
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",91,93,81,5
Mother's Daughter,Miley Cyrus,92,83,54,3
Wake Up,Travis Scott,93,94,30,6
Que Pretendes,J Balvin & Bad Bunny,94,65,65,2
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",95,,95,1
Tap,NAV Featuring Meek Mill,96,99,89,5
MEGATRON,Nicki Minaj,97,92,20,3
I Don't Know About You,Chris Lane,98,,98,1
Ocean Eyes,Billie Eilish,99,100,84,20
Only Human,Jonas Brothers,100,,91,4
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,20
Bad Guy,Billie Eilish,2,2,2,16
I Don't Care,Ed Sheeran & Justin Bieber,3,6,2,10
Senorita,Shawn Mendes & Camila Cabello,4,5,2,4
Talk,Khalid,5,4,3,23
Truth Hurts,Lizzo,6,7,6,11
Goodbyes,Post Malone Featuring Young Thug,7,3,3,2
Sucker,Jonas Brothers,8,8,1,20
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,9,1,39
No Guidance,Chris Brown Featuring Drake,10,12,9,6
Suge,DaBaby,11,10,7,16
Money In The Grave,Drake Featuring Rick Ross,12,11,7,5
If I Can't Have You,Shawn Mendes,13,14,2,11
Wow.,Post Malone,14,13,2,30
You Need To Calm Down,Taylor Swift,15,16,2,5
"Hey Look Ma, I Made It",Panic! At The Disco,16,18,16,14
Dancing With A Stranger,Sam Smith & Normani,17,15,7,27
The Git Up,Blanco Brown,18,19,16,6
Beautiful People,Ed Sheeran Featuring Khalid,19,40,19,3
God's Country,Blake Shelton,20,17,17,16
Without Me,Halsey,21,20,1,41
Pop Out,Polo G Featuring Lil Tjay,22,21,11,17
Ran$om,Lil Tecca,23,26,23,7
Beer Never Broke My Heart,Luke Combs,24,23,22,11
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,25,41,25,8
Someone You Loved,Lewis Capaldi,26,36,26,10
Happier,Marshmello & Bastille,27,22,2,48
The London,"Young Thug, J. Cole & Travis Scott",28,29,12,8
Panini,Lil Nas X,29,27,16,4
7 Rings,Ariana Grande,30,24,1,26
Sweet But Psycho,Ava Max,31,25,10,31
Never Really Over,Katy Perry,32,31,15,7
Whiskey Glasses,Morgan Wallen,33,28,17,20
Speechless,Dan + Shay,34,34,24,30
High Hopes,Panic! At The Disco,35,33,4,50
Shotta Flow,NLE Choppa,36,38,36,13
Antisocial,Ed Sheeran & Travis Scott,37,,37,1
Act Up,City Girls,38,30,26,20
Rumor,Lee Brice,39,35,25,19
Middle Child,J. Cole,40,32,4,26
Knockin' Boots,Luke Bryan,41,48,41,12
Going Bad,Meek Mill Featuring Drake,42,42,6,33
Some Of It,Eric Church,43,49,43,8
Better,Khalid,44,47,8,44
Pure Water,Mustard & Migos,45,39,23,25
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,46,43,22,24
My Type,Saweetie,47,67,47,3
Shallow,Lady Gaga & Bradley Cooper,48,45,1,42
Sicko Mode,Travis Scott,49,50,1,50
Clout,Offset Featuring Cardi B,50,62,39,15
All To Myself,Dan + Shay,51,57,51,11
GIRL,Maren Morris,52,59,52,20
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,53,,53,1
Go Loko,"YG, Tyga & Jon Z",54,53,49,11
ME!,Taylor Swift Featuring Brendon Urie,55,52,2,13
Just Us,DJ Khaled Featuring SZA,56,56,43,9
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,57,,57,1
Worth It,YK Osiris,58,61,52,22
Nightmare,Halsey,59,54,15,9
Rodeo,Lil Nas X & Cardi B Or Nas,60,51,22,4
Cash Shit,Megan Thee Stallion Featuring DaBaby,61,74,61,4
Rearview Town,Jason Aldean,62,69,62,8
Easier,5 Seconds Of Summer,63,66,48,8
Press,Cardi B,64,58,16,7
EARFQUAKE,"Tyler, The Creator",65,55,13,9
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",66,44,44,2
Callaita,Bad Bunny & Tainy,67,73,67,6
Call You Mine,The Chainsmokers & Bebe Rexha,68,72,67,7
Walk Me Home,P!nk,69,70,49,20
Talk You Out Of It,Florida Georgia Line,70,77,70,22
Look What God Gave Her,Thomas Rhett,71,65,32,20
Trampoline,SHAED,72,78,72,7
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,73,60,60,2
It's You,Ali Gatie,74,76,70,5
Cool,Jonas Brothers,75,63,27,15
Lalala,Y2K & bbno$,76,68,68,3
The Ones That Didn't Make It Back Home,Justin Moore,77,84,77,5
Raised On Country,Chris Young,78,80,78,7
La La Land,Bryce Vine Featuring YG,79,81,79,7
Soltera,"Lunay, Daddy Yankee & Bad Bunny",80,82,73,10
24/7,Meek Mill Featuring Ella Mai,81,83,54,15
One Thing Right,Marshmello & Kane Brown,82,79,57,4
Tip Of My Tongue,Kenny Chesney,83,,83,1
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",84,91,81,6
Before I Let Go,Beyonce,85,87,65,13
Calma,Pedro Capo X Farruko,86,86,71,18
Only Human,Jonas Brothers,87,100,87,5
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",88,95,88,2
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",89,,89,1
Like A Rodeo,Kane Brown,90,,90,1
I Don't Know About You,Chris Lane,91,98,91,2
Time,NF,92,,92,1
Tap,NAV Featuring Meek Mill,93,96,89,6
Love Ain't,Eli Young Band,94,88,50,14
Sanguine Paradise,Lil Uzi Vert,95,89,28,14
Southbound,Carrie Underwood,96,,96,1
Que Pretendes,J Balvin & Bad Bunny,97,94,65,3
Spirit,Beyonce,98,,98,1
Best Part Of Me,Ed Sheeran Featuring YEBBA,99,,99,1
Wake Up,Travis Scott,100,93,30,7
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,21
Bad Guy,Billie Eilish,2,2,2,17
Senorita,Shawn Mendes & Camila Cabello,3,4,2,5
Talk,Khalid,4,5,3,24
Truth Hurts,Lizzo,5,6,5,12
I Don't Care,Ed Sheeran & Justin Bieber,6,3,2,11
Goodbyes,Post Malone Featuring Young Thug,7,7,3,3
Sucker,Jonas Brothers,8,8,1,21
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,9,1,40
If I Can't Have You,Shawn Mendes,10,13,2,12
No Guidance,Chris Brown Featuring Drake,11,10,9,7
Suge,DaBaby,12,11,7,17
Money In The Grave,Drake Featuring Rick Ross,13,12,7,6
The Git Up,Blanco Brown,14,18,14,7
You Need To Calm Down,Taylor Swift,15,15,2,6
"Hey Look Ma, I Made It",Panic! At The Disco,16,16,16,15
Dancing With A Stranger,Sam Smith & Normani,17,17,7,28
Wow.,Post Malone,18,14,2,31
Ran$om,Lil Tecca,19,23,19,8
Someone You Loved,Lewis Capaldi,20,26,20,11
God's Country,Blake Shelton,21,20,17,17
Without Me,Halsey,22,21,1,42
The London,"Young Thug, J. Cole & Travis Scott",23,28,12,9
Beer Never Broke My Heart,Luke Combs,24,24,22,12
Beautiful People,Ed Sheeran Featuring Khalid,25,19,19,4
Pop Out,Polo G Featuring Lil Tjay,26,22,11,18
Happier,Marshmello & Bastille,27,27,2,49
Panini,Lil Nas X,28,29,16,5
How Do You Sleep?,Sam Smith,29,,29,1
Speechless,Dan + Shay,30,34,24,31
Sweet But Psycho,Ava Max,31,31,10,32
Never Really Over,Katy Perry,32,32,15,8
7 Rings,Ariana Grande,33,30,1,27
High Hopes,Panic! At The Disco,34,35,4,51
Whiskey Glasses,Morgan Wallen,35,33,17,21
Shotta Flow,NLE Choppa,36,36,36,14
My Type,Saweetie,37,47,37,4
Knockin' Boots,Luke Bryan,38,41,38,13
Rumor,Lee Brice,39,39,25,20
Act Up,City Girls,40,38,26,21
All To Myself,Dan + Shay,41,51,41,12
Baby,Lil Baby & DaBaby,42,,42,1
Better,Khalid,43,44,8,45
GIRL,Maren Morris,44,52,44,21
Going Bad,Meek Mill Featuring Drake,45,42,6,34
Sicko Mode,Travis Scott,46,49,1,51
Shallow,Lady Gaga & Bradley Cooper,47,48,1,43
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,48,46,22,25
Middle Child,J. Cole,49,40,4,27
Clout,Offset Featuring Cardi B,50,50,39,16
Cash Shit,Megan Thee Stallion Featuring DaBaby,51,61,51,5
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",52,,52,1
Worth It,YK Osiris,53,58,52,23
Rearview Town,Jason Aldean,54,62,54,9
Callaita,Bad Bunny & Tainy,55,67,55,7
Go Loko,"YG, Tyga & Jon Z",56,54,49,12
Just Us,DJ Khaled Featuring SZA,57,56,43,10
ME!,Taylor Swift Featuring Brendon Urie,58,55,2,14
Some Of It,Eric Church,59,43,43,9
One Thing Right,Marshmello & Kane Brown,60,82,57,5
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,61,25,25,9
Antisocial,Ed Sheeran & Travis Scott,62,37,37,2
Press,Cardi B,63,64,16,8
Easier,5 Seconds Of Summer,64,63,48,9
Talk You Out Of It,Florida Georgia Line,65,70,65,23
Call You Mine,The Chainsmokers & Bebe Rexha,66,68,66,8
Trampoline,SHAED,67,72,67,8
The Ones That Didn't Make It Back Home,Justin Moore,68,77,68,6
The Archer,Taylor Swift,69,,69,1
EARFQUAKE,"Tyler, The Creator",70,65,13,10
Raised On Country,Chris Young,71,78,71,8
It's You,Ali Gatie,72,74,70,6
Rodeo,Lil Nas X & Cardi B Or Nas,73,60,22,5
Soltera,"Lunay, Daddy Yankee & Bad Bunny",74,80,73,11
La La Land,Bryce Vine Featuring YG,75,79,75,8
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",76,,76,1
Lalala,Y2K & bbno$,77,76,68,4
Only Human,Jonas Brothers,78,87,78,6
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",79,84,79,7
24/7,Meek Mill Featuring Ella Mai,80,81,54,16
Nightmare,Halsey,81,59,15,10
Hate Me,Ellie Goulding & Juice WRLD,82,,82,1
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",83,88,83,3
Cool,Jonas Brothers,84,75,27,16
Before I Let Go,Beyonce,85,85,65,14
I Don't Know About You,Chris Lane,86,91,86,3
Tap,NAV Featuring Meek Mill,87,93,87,7
