song,artist,this_week,last_week,peak_position,weeks_on_chart
Rumor,Lee Brice,67,69,67,7
Love Ain't,Eli Young Band,68,81,68,2
Cool,Jonas Brothers,69,75,27,3
Don't Call Me Up,Mabel,70,67,67,5
Calma,Pedro Capo X Farruko,71,,71,6
Girls Need Love,Summer Walker X Drake,72,77,37,9
Wish You Were Gay,Billie Eilish,73,64,31,8
GIRL,Maren Morris,74,79,61,8
Before I Let Go,Beyonce,75,,75,1
Big Ole Freak,Megan Thee Stallion,76,84,76,3
Put A Date On It,Yo Gotti Featuring Lil Baby,77,85,46,13
Talk You Out Of It,Florida Georgia Line,78,93,78,10
Shot Clock,Ella Mai,79,78,62,13
"Hey Look Ma, I Made It",Panic! At The Disco,80,96,80,2
I'm So Tired...,Lauv & Troye Sivan,81,94,81,3
That's A Rack,Lil Uzi Vert,82,76,76,2
Secreto,Anuel AA & Karol G,83,,68,9
Ocean Eyes,Billie Eilish,84,91,84,10
Bad Liar,Imagine Dragons,85,80,56,9
Kill This Love,BLACKPINK,86,73,41,3
SOS,Avicii Featuring Aloe Blacc,87,68,68,2
Faucet Failure,Ski Mask The Slump God,88,89,87,9
On My Way To You,Cody Johnson,89,100,89,9
Slide,French Montana Featuring Blueface & Lil Tjay,90,,90,1
Saturday Nights,Khalid & Kane Brown,91,86,57,12
Pure Cocaine,Lil Baby,92,,46,16
Love Someone,Brett Eldredge,93,,93,1
This Is It,Scotty McCreery,94,97,42,20
My Strange Addiction,Billie Eilish,95,88,43,4
Shotta Flow,NLE Choppa,96,,96,1
Let Me Down Slowly,Alec Benjamin + Alessia Cara,97,99,79,9
Xanny,Billie Eilish,98,90,35,4
One That Got Away,Michael Ray,99,87,67,9
ME!,Taylor Swift Featuring Brendon Urie,100,,100,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,9
ME!,Taylor Swift Featuring Brendon Urie,2,100,2,2
Wow.,Post Malone,3,2,2,19
Sucker,Jonas Brothers,4,5,1,9
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,5,3,1,28
7 Rings,Ariana Grande,6,4,1,15
Without Me,Halsey,7,6,1,30
Dancing With A Stranger,Sam Smith & Normani,8,7,7,16
Bad Guy,Billie Eilish,9,9,7,5
Talk,Khalid,10,8,8,12
Sweet But Psycho,Ava Max,11,11,11,20
Middle Child,J. Cole,12,10,4,15
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,13,14,2,12
Happier,Marshmello & Bastille,14,12,2,37
Shallow,Lady Gaga & Bradley Cooper,15,15,1,31
Going Bad,Meek Mill Featuring Drake,16,16,6,22
Eastside,"benny blanco, Halsey & Khalid",17,18,9,42
High Hopes,Panic! At The Disco,18,20,4,39
Please Me,Cardi B & Bruno Mars,19,13,3,11
Better,Khalid,20,19,8,33
Girls Like You,Maroon 5 Featuring Cardi B,21,22,1,49
A Lot,21 Savage,22,24,12,19
Pure Water,Mustard & Migos,23,23,23,14
Sicko Mode,Travis Scott,24,25,1,39
Thotiana,Blueface,25,21,8,16
Be Alright,Dean Lewis,26,27,23,27
Suge,DaBaby,27,46,27,5
Beautiful Crazy,Luke Combs,28,26,21,25
Look Back At It,A Boogie Wit da Hoodie,29,28,28,21
Act Up,City Girls,30,30,30,9
Here With Me,Marshmello Featuring CHVRCHES,31,37,31,8
Envy Me,Calboy,32,31,31,20
Whiskey Glasses,Morgan Wallen,33,48,33,9
God's Country,Blake Shelton,34,43,34,5
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,35,34,34,13
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,36,29,24,24
Drip Too Hard,Lil Baby & Gunna,37,33,4,33
Eyes On You,Chase Rice,38,44,38,11
When The Party's Over,Billie Eilish,39,38,29,25
Boy With Luv,BTS Featuring Halsey,40,40,8,3
Earth,Lil Dicky,41,17,17,2
Sanguine Paradise,Lil Uzi Vert,42,32,28,3
You Say,Lauren Daigle,43,45,29,42
Murder On My Mind,YNW Melly,44,35,14,15
Bury A Friend,Billie Eilish,45,36,14,14
Good As You,Kane Brown,46,52,46,10
Clout,Offset Featuring Cardi B,47,39,39,4
"Thank U, Next",Ariana Grande,48,41,1,26
Walk Me Home,P!nk,49,62,49,9
Youngblood,5 Seconds Of Summer,50,50,7,48
Pop Out,Polo G Featuring Lil Tjay,51,60,51,6
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,52,55,52,12
Look What God Gave Her,Thomas Rhett,53,53,48,9
Here Tonight,Brett Young,54,49,42,17
Baby Shark,Pinkfong,55,47,32,18
Close Friends,Lil Baby,56,57,28,27
Worth It,YK Osiris,57,58,55,11
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,58,54,38,19
Night Shift,Jon Pardi,59,61,59,11
Love Ain't,Eli Young Band,60,68,60,3
Rumor,Lee Brice,61,67,61,8
Miss Me More,Kelsea Ballerini,62,59,59,13
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,63,51,26,5
Make It Sweet,Old Dominion,64,56,56,18
Before I Let Go,Beyonce,65,75,65,2
"Hey Look Ma, I Made It",Panic! At The Disco,66,80,66,3
Floating,ScHoolboy Q Featuring 21 Savage,67,,67,1
Robbery,Juice WRLD,68,66,27,11
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,69,,69,1
Big Ole Freak,Megan Thee Stallion,70,76,70,4
Don't Call Me Up,Mabel,71,70,67,6
Cool,Jonas Brothers,72,69,27,4
Calma,Pedro Capo X Farruko,73,71,71,7
Girls Need Love,Summer Walker X Drake,74,72,37,10
GIRL,Maren Morris,75,74,61,9
Mixed Personalities,YNW Melly Featuring Kanye West,76,63,42,15
That's A Rack,Lil Uzi Vert,77,82,76,3
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,78,64,62,8
Wish You Were Gay,Billie Eilish,79,73,31,9
You Should See Me In A Crown,Billie Eilish,80,65,41,6
Put A Date On It,Yo Gotti Featuring Lil Baby,81,77,46,14
Talk You Out Of It,Florida Georgia Line,82,78,78,11
I'm So Tired...,Lauv & Troye Sivan,83,81,81,4
On My Way To You,Cody Johnson,84,89,84,10
CHopstix,ScHoolboy Q + Travis Scott,85,,85,1
Shotta Flow,NLE Choppa,86,96,86,2
Shot Clock,Ella Mai,87,79,62,14
Ocean Eyes,Billie Eilish,88,84,84,11
Secreto,Anuel AA & Karol G,89,83,68,10
Light It Up,"Marshmello, Tyga & Chris Brown",90,,90,1
Love Someone,Brett Eldredge,91,93,91,2
Power Is Power,"SZA, The Weeknd & Travis Scott",92,,92,1
Faucet Failure,Ski Mask The Slump God,93,88,87,10
Knockin' Boots,Luke Bryan,94,,94,1
Numb Numb Juice,ScHoolboy Q,95,,55,2
Love Me Anyway,P!nk Featuring Chris Stapleton,96,,96,1
24/7,Meek Mill Featuring Ella Mai,97,,54,4
Stop Snitching,YG,98,,98,1
SOS,Avicii Featuring Aloe Blacc,99,87,68,3
Kill This Love,BLACKPINK,100,86,41,4
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,10
If I Can't Have You,Shawn Mendes,2,,2,1
ME!,Taylor Swift Featuring Brendon Urie,3,2,2,3
Sucker,Jonas Brothers,4,4,1,10
Homicide,Logic Featuring Eminem,5,,5,1
Wow.,Post Malone,6,3,2,20
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,7,5,1,29
Without Me,Halsey,8,7,1,31
Bad Guy,Billie Eilish,9,9,7,6
7 Rings,Ariana Grande,10,6,1,16
Dancing With A Stranger,Sam Smith & Normani,11,8,7,17
Talk,Khalid,12,10,8,13
Sweet But Psycho,Ava Max,13,11,11,21
Middle Child,J. Cole,14,12,4,16
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,13,2,13
Happier,Marshmello & Bastille,16,14,2,38
Going Bad,Meek Mill Featuring Drake,17,16,6,23
Eastside,"benny blanco, Halsey & Khalid",18,17,9,43
Shallow,Lady Gaga & Bradley Cooper,19,15,1,32
High Hopes,Panic! At The Disco,20,18,4,40
Better,Khalid,21,20,8,34
Suge,DaBaby,22,27,22,6
Please Me,Cardi B & Bruno Mars,23,19,3,12
Pure Water,Mustard & Migos,24,23,23,15
Girls Like You,Maroon 5 Featuring Cardi B,25,21,1,50
Sicko Mode,Travis Scott,26,24,1,40
Look Back At It,A Boogie Wit da Hoodie,27,29,27,22
Whiskey Glasses,Morgan Wallen,28,33,28,10
Act Up,City Girls,29,30,29,10
A Lot,21 Savage,30,22,12,20
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,31,35,31,14
Beautiful Crazy,Luke Combs,32,28,21,26
God's Country,Blake Shelton,33,34,33,6
Here With Me,Marshmello Featuring CHVRCHES,34,31,31,9
Envy Me,Calboy,35,32,31,21
Thotiana,Blueface,36,25,8,17
Be Alright,Dean Lewis,37,26,23,28
Eyes On You,Chase Rice,38,38,38,12
Pop Out,Polo G Featuring Lil Tjay,39,51,39,7
When The Party's Over,Billie Eilish,40,39,29,26
Drip Too Hard,Lil Baby & Gunna,41,37,4,34
Good As You,Kane Brown,42,46,42,11
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,43,36,24,25
Clout,Offset Featuring Cardi B,44,47,39,5
You Say,Lauren Daigle,45,43,29,43
Bury A Friend,Billie Eilish,46,45,14,15
Sanguine Paradise,Lil Uzi Vert,47,42,28,4
"Thank U, Next",Ariana Grande,48,48,1,27
Murder On My Mind,YNW Melly,49,44,14,16
Truth Hurts,Lizzo,50,,50,1
Boy With Luv,BTS Featuring Halsey,51,40,8,4
Worth It,YK Osiris,52,57,52,12
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,53,52,52,13
Close Friends,Lil Baby,54,56,28,28
Look What God Gave Her,Thomas Rhett,55,53,48,10
Night Shift,Jon Pardi,56,59,56,12
Rumor,Lee Brice,57,61,57,9
Walk Me Home,P!nk,58,49,49,10
"Hey Look Ma, I Made It",Panic! At The Disco,59,66,59,4
Love Ain't,Eli Young Band,60,60,60,4
Earth,Lil Dicky,61,41,17,3
Baby Shark,Pinkfong,62,55,32,19
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,63,58,38,20
Miss Me More,Kelsea Ballerini,64,62,59,14
Big Ole Freak,Megan Thee Stallion,65,70,65,5
Here Tonight,Brett Young,66,54,42,18
Before I Let Go,Beyonce,67,65,65,3
Beer Never Broke My Heart,Luke Combs,68,,68,1
Don't Call Me Up,Mabel,69,71,67,7
Cool,Jonas Brothers,70,72,27,5
Go Loko,"YG, Tyga & Jon Z",71,,71,1
GIRL,Maren Morris,72,75,61,10
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,73,63,26,6
Robbery,Juice WRLD,74,68,27,12
Girls Need Love,Summer Walker X Drake,75,74,37,11
Make It Sweet,Old Dominion,76,64,56,19
Calma,Pedro Capo X Farruko,77,73,71,8
Mixed Personalities,YNW Melly Featuring Kanye West,78,76,42,16
Talk You Out Of It,Florida Georgia Line,79,82,78,12
Put A Date On It,Yo Gotti Featuring Lil Baby,80,81,46,15
I'm So Tired...,Lauv & Troye Sivan,81,83,81,5
Shotta Flow,NLE Choppa,82,86,82,3
That's A Rack,Lil Uzi Vert,83,77,76,4
Knockin' Boots,Luke Bryan,84,94,84,2
24/7,Meek Mill Featuring Ella Mai,85,97,54,5
You Should See Me In A Crown,Billie Eilish,86,80,41,7
On My Way To You,Cody Johnson,87,84,84,11
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,88,69,69,2
Love Someone,Brett Eldredge,89,91,89,3
Power Is Power,"SZA, The Weeknd & Travis Scott",90,92,90,2
Middle Child,PnB Rock & XXXTENTACION,91,,91,1
Shot Clock,Ella Mai,92,87,62,15
Ocean Eyes,Billie Eilish,93,88,84,12
Wish You Were Gay,Billie Eilish,94,79,31,10
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,95,78,62,9
All To Myself,Dan + Shay,96,,96,1
Secreto,Anuel AA & Karol G,97,89,68,11
Paradise,Bazzi,98,,98,1
Die Young,Roddy Ricch,99,,99,1
Faucet Failure,Ski Mask The Slump God,100,93,87,11
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,11
I Don't Care,Ed Sheeran & Justin Bieber,2,,2,1
Sucker,Jonas Brothers,3,4,1,11
Bad Guy,Billie Eilish,4,9,4,7
Wow.,Post Malone,5,6,2,21
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,6,7,1,30
Dancing With A Stranger,Sam Smith & Normani,7,11,7,18
ME!,Taylor Swift Featuring Brendon Urie,8,3,2,4
Talk,Khalid,9,12,8,14
Without Me,Halsey,10,8,1,32
7 Rings,Ariana Grande,11,10,1,17
Sweet But Psycho,Ava Max,12,13,11,22
If I Can't Have You,Shawn Mendes,13,2,2,2
Middle Child,J. Cole,14,14,4,17
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,15,15,2,14
Suge,DaBaby,16,22,16,7
Happier,Marshmello & Bastille,17,16,2,39
Going Bad,Meek Mill Featuring Drake,18,17,6,24
Eastside,"benny blanco, Halsey & Khalid",19,18,9,44
High Hopes,Panic! At The Disco,20,20,4,41
Homicide,Logic Featuring Eminem,21,5,5,2
Shallow,Lady Gaga & Bradley Cooper,22,19,1,33
Better,Khalid,23,21,8,35
God's Country,Blake Shelton,24,33,24,7
Whiskey Glasses,Morgan Wallen,25,28,25,11
Pure Water,Mustard & Migos,26,24,23,16
Please Me,Cardi B & Bruno Mars,27,23,3,13
Look Back At It,A Boogie Wit da Hoodie,28,27,27,23
Beer Never Broke My Heart,Luke Combs,29,68,29,2
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,30,31,30,15
Sicko Mode,Travis Scott,31,26,1,41
Girls Like You,Maroon 5 Featuring Cardi B,32,25,1,51
Act Up,City Girls,33,29,29,11
Pop Out,Polo G Featuring Lil Tjay,34,39,34,8
Envy Me,Calboy,35,35,31,22
Beautiful Crazy,Luke Combs,36,32,21,27
Here With Me,Marshmello Featuring CHVRCHES,37,34,31,10
A Lot,21 Savage,38,30,12,21
Good As You,Kane Brown,39,42,39,12
When The Party's Over,Billie Eilish,40,40,29,27
"Hey Look Ma, I Made It",Panic! At The Disco,41,59,41,5
Truth Hurts,Lizzo,42,50,42,2
Thotiana,Blueface,43,36,8,18
Be Alright,Dean Lewis,44,37,23,29
Eyes On You,Chase Rice,45,38,38,13
Drip Too Hard,Lil Baby & Gunna,46,41,4,35
Bury A Friend,Billie Eilish,47,46,14,16
Look What God Gave Her,Thomas Rhett,48,55,48,11
"Thank U, Next",Ariana Grande,49,48,1,28
Love Ain't,Eli Young Band,50,60,50,5
Triggered,Jhene Aiko,51,,51,1
Murder On My Mind,YNW Melly,52,49,14,17
Rumor,Lee Brice,53,57,53,10
Walk Me Home,P!nk,54,58,49,11
Clout,Offset Featuring Cardi B,55,44,39,6
Close Friends,Lil Baby,56,54,28,29
Baby Shark,Pinkfong,57,62,32,20
Worth It,YK Osiris,58,52,52,13
Sanguine Paradise,Lil Uzi Vert,59,47,28,5
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,60,53,52,14
Boy With Luv,BTS Featuring Halsey,61,51,8,5
Put A Date On It,Yo Gotti Featuring Lil Baby,62,80,46,16
Miss Me More,Kelsea Ballerini,63,64,59,15
Cool,Jonas Brothers,64,70,27,6
Big Ole Freak,Megan Thee Stallion,65,65,65,6
Don't Call Me Up,Mabel,66,69,66,8
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,67,73,26,7
Night Shift,Jon Pardi,68,56,56,13
Earth,Lil Dicky,69,61,17,4
GIRL,Maren Morris,70,72,61,11
Before I Let Go,Beyonce,71,67,65,4
Girls Need Love,Summer Walker X Drake,72,75,37,12
Soltera,"Lunay, Daddy Yankee & Bad Bunny",73,,73,1
Here Tonight,Brett Young,74,66,42,19
Robbery,Juice WRLD,75,74,27,13
Calma,Pedro Capo X Farruko,76,77,71,9
Talk You Out Of It,Florida Georgia Line,77,79,77,13
Love Someone,Brett Eldredge,78,89,78,4
Go Loko,"YG, Tyga & Jon Z",79,71,71,2
Make It Sweet,Old Dominion,80,76,56,20
Shotta Flow,NLE Choppa,81,82,81,4
Mixed Personalities,YNW Melly Featuring Kanye West,82,78,42,17
Knockin' Boots,Luke Bryan,83,84,83,3
24/7,Meek Mill Featuring Ella Mai,84,85,54,6
Someone You Loved,Lewis Capaldi,85,,85,1
On My Way To You,Cody Johnson,86,87,84,12
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,87,88,69,3
Shot Clock,Ella Mai,88,92,62,16
I'm So Tired...,Lauv & Troye Sivan,89,81,81,6
Ocean Eyes,Billie Eilish,90,93,84,13
Paradise,Bazzi,91,98,91,2
You Should See Me In A Crown,Billie Eilish,92,86,41,8
All To Myself,Dan + Shay,93,96,93,2
SOS,Avicii Featuring Aloe Blacc,94,,68,4
Te Robare,Nicky Jam X Ozuna,95,,95,1
Wish You Were Gay,Billie Eilish,96,94,31,11
That's A Rack,Lil Uzi Vert,97,83,76,5
Rule The World,2 Chainz Featuring Ariana Grande,98,,94,2
Die Young,Roddy Ricch,99,99,99,2
Juice,Lizzo,100,,100,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,12
I Don't Care,Ed Sheeran & Justin Bieber,2,2,2,2
Bad Guy,Billie Eilish,3,4,3,8
Sucker,Jonas Brothers,4,3,1,12
Talk,Khalid,5,9,5,15
Wow.,Post Malone,6,5,2,22
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,7,6,1,31
Dancing With A Stranger,Sam Smith & Normani,8,7,7,19
ME!,Taylor Swift Featuring Brendon Urie,9,8,2,5
Sweet But Psycho,Ava Max,10,12,10,23
Without Me,Halsey,11,10,1,33
7 Rings,Ariana Grande,12,11,1,18
EARFQUAKE,"Tyler, The Creator",13,,13,1
Suge,DaBaby,14,16,14,8
Nightmare,Halsey,15,,15,1
If I Can't Have You,Shawn Mendes,16,13,2,3
Middle Child,J. Cole,17,14,4,18
Happier,Marshmello & Bastille,18,17,2,40
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,19,,19,1
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,20,15,2,15
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,21,,21,1
High Hopes,Panic! At The Disco,22,20,4,42
Going Bad,Meek Mill Featuring Drake,23,18,6,25
God's Country,Blake Shelton,24,24,24,8
Eastside,"benny blanco, Halsey & Khalid",25,19,9,45
Whiskey Glasses,Morgan Wallen,26,25,25,12
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,27,30,27,16
Pure Water,Mustard & Migos,28,26,23,17
Look Back At It,A Boogie Wit da Hoodie,29,28,27,24
Better,Khalid,30,23,8,36
Pop Out,Polo G Featuring Lil Tjay,31,34,31,9
Sicko Mode,Travis Scott,32,31,1,42
Please Me,Cardi B & Bruno Mars,33,27,3,14
Act Up,City Girls,34,33,29,12
Girls Like You,Maroon 5 Featuring Cardi B,35,32,1,52
Shallow,Lady Gaga & Bradley Cooper,36,22,1,34
Good As You,Kane Brown,37,39,37,13
Truth Hurts,Lizzo,38,42,38,3
Envy Me,Calboy,39,35,31,23
When The Party's Over,Billie Eilish,40,40,29,28
Beer Never Broke My Heart,Luke Combs,41,29,29,3
Beautiful Crazy,Luke Combs,42,36,21,28
Just Us,DJ Khaled Featuring SZA,43,,43,1
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",44,,44,1
Rumor,Lee Brice,45,53,45,11
A Lot,21 Savage,46,38,12,22
"Hey Look Ma, I Made It",Panic! At The Disco,47,41,41,6
Here With Me,Marshmello Featuring CHVRCHES,48,37,31,11
Look What God Gave Her,Thomas Rhett,49,48,48,12
Thotiana,Blueface,50,43,8,19
I Think,"Tyler, The Creator",51,,51,1
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,52,,52,1
Homicide,Logic Featuring Eminem,53,21,5,3
Eyes On You,Chase Rice,54,45,38,14
Bury A Friend,Billie Eilish,55,47,14,17
Clout,Offset Featuring Cardi B,56,55,39,7
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",57,,57,1
Walk Me Home,P!nk,58,54,49,12
Close Friends,Lil Baby,59,56,28,30
Miss Me More,Kelsea Ballerini,60,63,59,16
Murder On My Mind,YNW Melly,61,52,14,18
Worth It,YK Osiris,62,58,52,14
Sanguine Paradise,Lil Uzi Vert,63,59,28,6
Put A Date On It,Yo Gotti Featuring Lil Baby,64,62,46,17
Running Out Of Time,"Tyler, The Creator",65,,65,1
Love Ain't,Eli Young Band,66,50,50,6
Igor's Theme,"Tyler, The Creator",67,,67,1
Cool,Jonas Brothers,68,64,27,7
GIRL,Maren Morris,69,70,61,12
New Magic Wand,"Tyler, The Creator",70,,70,1
Boy With Luv,BTS Featuring Halsey,71,61,8,6
Big Ole Freak,Megan Thee Stallion,72,65,65,7
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,73,60,52,15
A Boy Is A Gun,"Tyler, The Creator",74,,74,1
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,75,67,26,8
Soltera,"Lunay, Daddy Yankee & Bad Bunny",76,73,73,2
Before I Let Go,Beyonce,77,71,65,5
Earth,Lil Dicky,78,69,17,5
Don't Call Me Up,Mabel,79,66,66,9
Someone You Loved,Lewis Capaldi,80,85,80,2
Knockin' Boots,Luke Bryan,81,83,81,4
Girls Need Love,Summer Walker X Drake,82,72,37,13
Love Someone,Brett Eldredge,83,78,78,5
Robbery,Juice WRLD,84,75,27,14
What's Good,"Tyler, The Creator",85,,85,1
What If I Never Get Over You,Lady Antebellum,86,,86,1
Shotta Flow,NLE Choppa,87,81,81,5
Puppet,"Tyler, The Creator",88,,88,1
Talk You Out Of It,Florida Georgia Line,89,77,77,14
Night Shift,Jon Pardi,90,68,56,14
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,91,,91,1
Go Loko,"YG, Tyga & Jon Z",92,79,71,3
All To Myself,Dan + Shay,93,93,93,3
Triggered,Jhene Aiko,94,51,51,2
On My Way To You,Cody Johnson,95,86,84,13
Calma,Pedro Capo X Farruko,96,76,71,10
24/7,Meek Mill Featuring Ella Mai,97,84,54,7
Here Tonight,Brett Young,98,74,42,20
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,99,87,69,4
Te Robare,Nicky Jam X Ozuna,100,95,95,2
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,13
Bad Guy,Billie Eilish,2,3,2,9
Talk,Khalid,3,5,3,16
I Don't Care,Ed Sheeran & Justin Bieber,4,2,2,3
Sucker,Jonas Brothers,5,4,1,13
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,6,7,1,32
Wow.,Post Malone,7,6,2,23
Dancing With A Stranger,Sam Smith & Normani,8,8,7,20
Suge,DaBaby,9,14,9,9
Sweet But Psycho,Ava Max,10,10,10,24
ME!,Taylor Swift Featuring Brendon Urie,11,9,2,6
The London,"Young Thug, J. Cole & Travis Scott",12,,12,1
Without Me,Halsey,13,11,1,34
7 Rings,Ariana Grande,14,12,1,19
If I Can't Have You,Shawn Mendes,15,16,2,4
Happier,Marshmello & Bastille,16,18,2,41
Whiskey Glasses,Morgan Wallen,17,26,17,13
Middle Child,J. Cole,18,17,4,19
High Hopes,Panic! At The Disco,19,22,4,43
God's Country,Blake Shelton,20,24,20,9
EARFQUAKE,"Tyler, The Creator",21,13,13,2
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,22,27,22,17
Going Bad,Meek Mill Featuring Drake,23,23,6,26
Eastside,"benny blanco, Halsey & Khalid",24,25,9,46
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,25,20,2,16
Truth Hurts,Lizzo,26,38,26,4
Pop Out,Polo G Featuring Lil Tjay,27,31,27,10
Look Back At It,A Boogie Wit da Hoodie,28,29,27,25
Nightmare,Halsey,29,15,15,2
Pure Water,Mustard & Migos,30,28,23,18
Act Up,City Girls,31,34,29,13
Sicko Mode,Travis Scott,32,32,1,43
Better,Khalid,33,30,8,37
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,34,,34,1
Please Me,Cardi B & Bruno Mars,35,33,3,15
Good As You,Kane Brown,36,37,36,14
Shallow,Lady Gaga & Bradley Cooper,37,36,1,35
Envy Me,Calboy,38,39,31,24
Beer Never Broke My Heart,Luke Combs,39,41,29,4
"Hey Look Ma, I Made It",Panic! At The Disco,40,47,40,7
Rumor,Lee Brice,41,45,41,12
When The Party's Over,Billie Eilish,42,40,29,29
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,43,19,19,2
Look What God Gave Her,Thomas Rhett,44,49,44,13
Beautiful Crazy,Luke Combs,45,42,21,29
Speechless,Dan + Shay,46,,24,23
Close Friends,Lil Baby,47,59,28,31
Easier,5 Seconds Of Summer,48,,48,1
A Lot,21 Savage,49,46,12,23
Thotiana,Blueface,50,50,8,20
Bury A Friend,Billie Eilish,51,55,14,18
Miss Me More,Kelsea Ballerini,52,60,52,17
Go Loko,"YG, Tyga & Jon Z",53,92,53,4
Eyes On You,Chase Rice,54,54,38,15
Walk Me Home,P!nk,55,58,49,13
Here With Me,Marshmello Featuring CHVRCHES,56,48,31,12
Clout,Offset Featuring Cardi B,57,56,39,8
Worth It,YK Osiris,58,62,52,15
Isis,Joyner Lucas Featuring Logic,59,,59,1
Just Us,DJ Khaled Featuring SZA,60,43,43,2
Murder On My Mind,YNW Melly,61,61,14,19
Love Ain't,Eli Young Band,62,66,50,7
GIRL,Maren Morris,63,69,61,13
Cool,Jonas Brothers,64,68,27,8
Sanguine Paradise,Lil Uzi Vert,65,63,28,7
Put A Date On It,Yo Gotti Featuring Lil Baby,66,64,46,18
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",67,44,44,2
Homicide,Logic Featuring Eminem,68,53,5,4
Before I Let Go,Beyonce,69,77,65,6
Someone You Loved,Lewis Capaldi,70,80,70,3
Big Ole Freak,Megan Thee Stallion,71,72,65,8
Love Someone,Brett Eldredge,72,83,72,6
Soltera,"Lunay, Daddy Yankee & Bad Bunny",73,76,73,3
Knockin' Boots,Luke Bryan,74,81,74,5
24/7,Meek Mill Featuring Ella Mai,75,97,54,8
Some Of It,Eric Church,76,,76,1
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,77,21,21,2
Talk You Out Of It,Florida Georgia Line,78,89,77,15
Girls Need Love,Summer Walker X Drake,79,82,37,14
Calma,Pedro Capo X Farruko,80,96,71,11
Boy With Luv,BTS Featuring Halsey,81,71,8,7
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,82,75,26,9
All To Myself,Dan + Shay,83,93,83,4
Shotta Flow,NLE Choppa,84,87,81,6
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,85,99,69,5
On My Way To You,Cody Johnson,86,95,84,14
Robbery,Juice WRLD,87,84,27,15
Night Shift,Jon Pardi,88,90,56,15
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,89,73,52,16
Don't Call Me Up,Mabel,90,79,66,10
Earth,Lil Dicky,91,78,17,6
Ocean Eyes,Billie Eilish,92,,84,14
Juice,Lizzo,93,,93,2
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",94,,94,1
Te Robare,Nicky Jam X Ozuna,95,100,95,3
